Topic,Rotulo
16,"social, justiça, inclusão, promoção, proteção, papel, fundamental, desigualdades, cidadania, correta, desenvolvimento, plena, aplicação, cidadãos, redução, crucial, regionais, base, importância, instituições, comunicação, perda, meios, aumento, regional, legitimidade, , , , "
17,"igualdade, justiça, lei, social, gênero, igualitária, promoção, discriminação, forma, inclusão, princípios, justa, papel, sociedade, mulheres, constitucionais, crucial, busca, estados, essencial, instituições, tratamento, atual, condições, reconhecimento, pilar, domésticos, país, trabalhadores, favor"
18,"financeira, financeiras, Municípios, financeiros, petróleo, financeiro, dificuldades, sobrecarregados, operações, municípios, produtores, União, recursos, autonomia, obrigações, Estado, responsabilidades, sustentabilidade, atual, interesses, necessidades, estados, administrativas, transparente, situação, sistema, elétrica, dependência, medidas, legislativas"
19,"crimes, descumprimento, crime, penal, criminalidade, responsabilidade, maioridade, legislação, graves, constitucionais, atual, grave, punição, parte, vítimas, suficiente, normas, violação, tortura, eficaz, municipais, mudanças, alteração, desvio, atual legislação, Estado, autoridades, redução, legislativa, espaço"
20,"equilíbrio, Poderes, desequilíbrio, poderes, manutenção, comprometido, República, fundamental, democracia, proteção, Executivo, poder, ditaduras, impunidade, soberania, popular, cidadãos, , , , , , , , , , , , , "
21,"econômico, desenvolvimento, econômicos, crescimento, econômica, social, econômicas, país, obstáculo, instrumento, modernização, essencial, sociais, regionais, infraestrutura, comunidades, impacto, bases, necessidades, específicos, novas oportunidades, arcaicas, burocracia, práticas, interesses, emprego, formalização, comércio, qualificação, expansão"
22,"lacuna, adolescentes, lacunas, crianças, proteção, realidade, biomas, legal, legislação, prática, nacional, pública, legais, segurança, mesma proteção, aplicação, impunidade, mesma, reconhecimento, patrimônio, constitucionais, igualdade, atual, reprodutivos, incertezas, base, científico, trabalhador, real, tecnológico"
23,"ações, tentativa, democracia, autoritárias, subversão, fundamentais, práticas, corruptas, conhecimento, pressões, internacionais, disposições, progresso, soberania, limites, desrespeito, leis, violação, social, , , , , , , , , , , "
24,"base, criação, leis, reivindicações, grupos, sociais, vulneráveis, idosos, saúde, proteção, acesso, iniciativas, deficiência, pessoas, igualitário, padrão, justo, tratamento, trabalhistas, , , , , , , , , , , "
25,"responsabilidade, responsabilidades, distribuição, recursos, entes, Senado, Estado, União, federativos, Municípios, Legislativo, Estados, educação, atual distribuição, saúde, acesso, atual, Executivo, desigualdade, garantia, ineficaz, área, debate, definição, injusta, significativos, liberdades, necessário, corrupção, suficiente"
26,"limites, constitucionais, limite, governo, tentativa, legais, ações, Executivo, mudança, capacidade, juros, Legislativo, medidas, provisórias, crise, conflitos, competências, atual, legalidade, forma, atuação, ideia, época, intenções, tributos, urgência, penas, investigação, resistência, relevância"
27,"decisões, atribuições, forma, competência, atual, decisão, Executivo, escolha, estabelecido, Presidente, interpretação, conformidade, orador, oportunista, desmoralização, qualificação, crucial, princípios, comunidade, guardião, comunicação, atual interpretação, internacional, profissional, papel, inconstitucional, uso, respeito, defesa, necessidades"
28,"ambiental, ambiente, proteção, meio, ambientais, preservação, prioridade, desenvolvimento, legislação, direito, propício, diretrizes, gestão, reconhecimento, instrumento, princípios, protegido, cultural, papel, investimentos, mudanças, legislações, alteração, Estado, econômico, produtivos, saudável, social, relação, fundamental"
29,"processo, legislativo, atual, processos, atual processo, desvio, legitimidade, eleitoral, devido processo, justo, desrespeito, cassação, constitucionais, devido, alteração, validade, orador, ajustes, censura, maneira, legítimo, princípios, instrumento, respeito, interesses, pacífico, robusto, específico, ajuste, vozes"
30,"históricas, injustiças, desigualdades, temporal, marco, história, povos, grupos, país, memória, igualdade, indígenas, identidade, medidas, discriminação, positivo, desrespeito, políticas, positiva, entendimento, relevantes, agrária, modernas, cultural, vulneráveis, decisão, meio, mudança, emendas, criação"
31,"autonomia, Municípios, Legislativo, Estados, centralização, estados, intervenção, federal, poder, municípios, União, descentralização, poderes, recursos, política, questões, violação, ambientais, locais, medidas, independência, excepcionalidade, atual concentração, intervenções, território, constitucionais, princípios, atual, Senado, desnecessárias"
32,"implementação, programas, falha, constitucionais, desafios, sociais, diretrizes, problema, garantias, prática, aspectos, assistência, leis, aposentados, saúde, redução, direito, falta, mecanismos, celeridade, respeito, segurança, desafio, mudanças, expectativa, ineficaz, justiça, anos, promulgação, desigualdade"
33,"ministros, Ministro, orador, constitucionais, decisão, papel, atribuições, democracia, escolha, parte, limites, atual, Senado, atuação, nomeação, usurpação, funções, pilar, pedido, originário, majoritária, constituinte, insatisfatório, atual previsão, indicação, claros, advogados, requisitos, opinião, informações"
34,"decisões, legislativas, Senado, parlamentares, constitucionais, procedimentos, conformidade, base, espírito, federativo, legais, questões, legitimidade, indígenas, equilíbrio, existente, jurídica, respeito, desrespeito, interesses, ditames, sessão, rigor, plebiscitos, envolvidos, desordem, normas, contratos, negativos, efeitos"
35,"recursos, distribuição, Estados, Municípios, União, concentração, naturais, equitativa, entes, atual distribuição, injustiça, federativos, atual, justa, disponíveis, impactos, população, região, injusta, país, maneira, inadequada, constitucionais, tamanho, pacto, produtores, específicos, discriminação, federativo, injustiças"
36,"crises, problemas, econômicas, institucionais, suficiente, conflitos, resolução, políticas, atual, sociais, mecanismos, complexos, base, estruturais, adequada, atual estrutura, governo, extremas, país, estrita, fundamental, estrutura, coordenação, leis, medidas, pública, marco, condução, capaz, resposta"
37,"jurídica, insegurança, jurídico, segurança, ordenamento, clareza, jurídicas, país, sistema, tratamento, coerência, índios, propriedade, crise, relação, conflitos, atual, afronta, desvio, decorrentes, funcional, reajustes, funcionários, debates, extensão, democracia, salariais, disputas, fundamentais, ineficiente"
38,"terras, indígenas, demarcação, terra, demarcações, invasões, relação, Estado, consulta, posse, proteção, falta, controle, ações, nacionais, dificuldades, contrária, decisões, recursos, desenvolvimento, nacional, maior controle, interesses, sobrevivência, específico, concessões, grupo, tradicionais, envolvidos, inação"
39,"instrumento, justiça, social, desigualdades, eficiência, sistema, garantia, interesses, administrativos, erros, correção, fundamentais, tributário, transformação, grupos, regionais, financiamento, indígenas, saúde, forma, , , , , , , , , , "
40,"Presidente, República, Presidência, presidencial, mandato, acusações, favor, instituição, País, fundamento, legal, ações, poderes, respaldo, ação, responsabilidade, jurídico, democracia, legitimidade, saída, experiência, argumento, valiosa, excessivos, base, caos, presidencialista, morais, leis, urnas"
41,"atual, insuficiente, suficiente, crises, mecanismos, insuficientes, legislação, casos, estrutura, questões, criminalidade, hediondos, terrorismo, atuais disposições, atuais, modernas, atual redação, redação, constitucionais, violência, disposições, crimes, políticas, juvenil, desafios, necessidade, contemporâneos, atual legislação, adequadas, revisão"
42,"tributária, carga, tributário, reforma, tributos, arrecadação, sistema, tributárias, atual, arbitrários, constitucionais, econômica, cidadãos, população, excessiva, estrutura, injusta, eficiência, necessidade, inadequada, urgente, problemas, atual estrutura, importantes, país, transparência, tributários, crucial, segmentos, competitividade"
43,"tentativas, enfraquecimento, legislações, populismo, manipulações, fundamental, golpes, estado, país, ameaças, alteração, pilar, políticas, , , , , , , , , , , , , , , , , "
44,"flexível, flexibilidade, necessidades, sociais, demandas, adaptável, questões, específicas, país, atuais, urgentes, recursos, avanços, interna, políticas, causas, éticas, estatais, contemporâneas, educacionais, organização, grupos, uso, relação, distribuição, Senado, , , , "
45,"regional, desenvolvimento, territorial, cooperação, integração, continuidade, dever, meio, papel, ideais, importante, políticas, urbano, desigualdades, solidariedade, existência, centralização, resolução, programas, países, locais, justo, objetivos, alinhada, problemas, regulamentação, pilar, autonomia, mecanismos, relação"
46,"retrocesso, tentativa, retrocessos, ataque, mudança, legislação, propostas, proteção, ambiental, avanços, desrespeito, liberdade, avanço, , , , , , , , , , , , , , , , , "
47,"interpretações, interpretação, espaço, divergentes, atual interpretação, atual, científicos, clara, partidos, conflitos, inadequada, indígenas, movimentação, terceiros, maiores, restritiva, comissões, idade, éticos, populações, concessão, necessidade, exclusão, menores, fins, justificativa, investigações, ensino, carga, entidades"
48,"moralidade, moral, administrativa, administração, pública, ética, administrativas, guia, atual administração, ato, ético, corrupção, atual, estrutura, necessidades, atual estrutura, inércia, divulgação, descontentamento, má administração, constitucionais, teto, complexidade, envolvidos, publicidade, erros, informações, comunicação, externa, má"
49,"lei, projeto, conformidade, leis, princípios, constitucionais, complementares, ordinárias, proposição, novas leis, estaduais, projetos, novas, meio, propostas, revogação, ineficiência, dúvidas, desorganização, probidade, necessidade, ordinária, consonância, matérias, discussão, tentativas, mandato, moralidade, exercício, alinhada"
50,"autoritárias, ameaças, influências, internas, pluralidade, incompatível, ideias, externas, autoridade, abusos, leis, ações, , , , , , , , , , , , , , , , , , "
51,"corrupção, discriminação, combate, práticas, impunidade, preconceito, igualdade, fundamental, base, desigualdade, injustiças, escravidão, inclusão, desumanas, abusivas, riscos, desigualdades, discriminatórias, cobrança, indevida, discriminações, manipulação, correta, sociais, abuso, oportunidades, pobres, significativos, termos, guia"
52,"popular, soberania, vontade, democracia, voto, populares, ataque, povo, legitimidade, conveniência, julgamentos, plebiscitos, suplência, suplentes, ruptura, partidária, direta, credibilidade, escolha, iniciativas, atual sistema, plena, ato, eleitoral, atual, risco, atual estrutura, afronta, suficiente, institucional"
53,"empresas, pequenas, pequenas empresas, micro, empresarial, importância, empresariais, economia, investimentos, desvios, reconhecimento, nacional, crucial, decisões, financiamento, regulamentação, desejado, trabalhadores, transparência, doações, constitucionalização, empreendedorismo, excesso, participação, pequenos, possíveis, estatais, ausência, aspirações, públicas"
54,"defensor, membros, corrupção, independente, papel, republicanos, número, lei, combate, democracia, essencial, sociedade, independência, forma, valores, parte, mecanismos, defesa, interesses, crucial, responsabilidade, instituições, democrático, instituição, discrepância, violação, pressões, ações, externas, posição"
55,"controle, mecanismo, Executivo, provisórias, medidas, mecanismos, rigoroso, poder, abusos, validade, ações, introdução, externo, atual texto, órgãos, insuficientes, maioria, prazo, original, continuidade, percepção, texto, governamental, adequado, emendas, atuais, equilíbrio, governo, atual, "
56,"distribuição, produtores, discussão, princípios, Estados, tentativa, contratos, constitucionais, igualitária, base, sólida, inconstitucional, forma, mudança, alteração, justiça, equilíbrio, Municípios, Nordeste, discussões, reais, populações, anseios, ordinária, unidades, federativas, legal, impactos, desigual, confiança"
57,"regiões, desenvolvimento, região, econômico, estrangeiros, ambiental, isoladas, específicas, habitantes, soberania, incentivos, interesses, preservação, fiscais, atual, importância, integridade, economias, defesa, políticas, prorrogação, estratégicas, socioeconômico, atual política, essencial, regulação, públicas, legislação, atual legislação, sustentável"
