Topic,Rotulo
9,"governo, ações, constitucionais, obrigações, princípios, federal, forma, atual, atual governo, redução, recursos, objetivos, detrimento, inconstitucional, imoral, desigualdades, estaduais, preceitos, instituições, interesses, emenda, Estado, necessário, critérios, diferentes, papéis, diferentes esferas, prefeitos, fundamentais, esferas"
10,"impeachment, processo, golpe, legítimo, crime, legal, democracia, constitucional, tentativa, constitucionais, base, responsabilidade, político, normas, previsto, ação, ordem, política, legais, uso, sólida, ferramenta, democráticos, processos, violação, critérios, jurídica, ameaça, ações, forma"
11,"normas, constitucionais, falha, aplicação, cumprimento, Regimento, implementação, parte, Senado, pública, eficácia, possível, conformidade, leis, maneira, maior, saúde, sessões, secretas, fundamentais, sistema, ações, desconsideração, contradição, relação, relevância, autoridades, financiamento, educação, "
12,"Judiciário, judiciais, decisões, judicial, Legislativo, sistema, parte, independência, constitucionais, processos, interferência, Executivo, integridade, princípios, prerrogativas, instituições, processo, violação, necessidade, eficiência, fundamental, papel, normas, reformas, constitucional, necessárias, democracia, política, legislativo, prática"
13,"cidadãos, cidadania, proteção, fundamental, dignidade, liberdades, fundamentais, cidadão, Estado, essencial, marco, acesso, ditadura, militar, guia, saúde, justiça, atual, período, interesses, essenciais, soberania, pessoal, foco, transparência, constitucionais, igualitário, efetivação, atual situação, padrão"
14,"fiscal, CPIs, controle, CPI, responsabilidade, Senado, governo, papel, públicos, público, gestão, minoria, transparência, econômica, guerra, justiça, Executivo, falha, mecanismos, Estados, recursos, dinheiro, direito, instalação, rigidez, instrumentos, poderes, uso, senadores, limites"
15,"educação, educacional, financiamento, saúde, prioridade, qualidade, educacionais, básica, recursos, áreas, desenvolvimento, direito, fundamental, pública, fundamentais, nacional, país, acesso, sistema, essenciais, contínuo, constitucionais, constitucional, melhorias, mínimo, investimentos, Estado, social, aposentadoria, adequado"
16,"violação, grave, ato, princípios, desvio, ameaça, afronta, inaceitável, constitucional, fundamentais, comparável, democracia, constitucionais, Estado, desrespeito, falha, direito, ação, prerrogativas, estado, privatização, proposta, materiais, alteração, cumprimento, restrição, profunda, deliberações, nome, aplicação"
17,"Congresso, responsabilidade, Executivo, questões, papel, competência, CPMF, decisões, legislativa, legislativas, crucial, constitucionais, temas, funções, transparência, decisão, responsabilidades, soberania, importantes, autoridade, interesse, autonomia, legislativo, regular, ações, irregularidades, sociedade, relevância, princípios, função"
18,"mudanças, necessárias, mudança, constitucionais, estruturais, população, eleitoral, legislação, significativas, político, política, sistema, desafios, interesses, propostas, forma, constitucional, sociais, terceiro mandato, desejo, terceiro, segurança, suplentes, estrutura, áreas, pública, proposta, políticos, processo, profissionais"
19,"documento, sociais, necessidades, fundamentais, país, fundamental, demandas, democracia, valores, importantes, desenvolvimento, essenciais, entidades, sociedade, conquistas, perfeita, novas demandas, profissão, prol, discriminações, adicionais, históricos, restrições, formação, direito, governamental, novas, econômicas, povo, ação"
20,"medidas, provisórias, uso, medicamentos, cautela, contrarie, princípios, atual, legislação, estrutura, excessivas, direito, atual estrutura, inadequado, grupos, inadequada, Estado, custo, contradiga, retrocesso, papel, privacidade, tentativa, norma, privilégios, democracia, cidadãos, específicos, tributária, discriminação"
21,"social, justiça, inclusão, promoção, proteção, papel, fundamental, desigualdades, cidadania, correta, trabalhadores, acesso, plena, aplicação, regionais, cidadãos, crucial, universal, condições, base, mecanismo, instituições, saúde, importância, trabalho, previdenciária, avanços, universalização, comunicação, perda"
22,"igualdade, justiça, gênero, lei, social, igualitária, promoção, forma, papel, Estados, justa, mulheres, princípios, sociedade, crucial, busca, representação, estados, essencial, instituições, constitucionais, fortalecimento, tratamento, Senado, domésticos, condições, reconhecimento, pilar, verdadeira, trabalhadores"
23,"econômico, desenvolvimento, econômicos, crescimento, econômica, economia, econômicas, social, país, obstáculo, instrumento, ferramenta, modernização, mecanismos, local, papel, essencial, regionais, infraestrutura, comunidades, sociais, impacto, bases, específicos, redução, necessidades, novas oportunidades, burocracia, arcaicas, comércio"
24,"financeira, financeiras, Municípios, petróleo, financeiros, financeiro, Estados, dificuldades, sobrecarregados, municípios, União, produtores, exploração, operações, autonomia, recursos, obrigações, responsabilidades, sustentabilidade, Estado, estados, interesses, atual, necessidades, administrativas, estrutura, transparente, elétrica, situação, dependência"
25,"trabalhadores, trabalho, condições, trabalhistas, dignidade, aposentados, melhoria, sociais, essenciais, categorias, vulneráveis, legislação, advogados, atual, garantias, fundamentais, liberdade, individuais, suficiente, crença, mecanismos, alternância, fundamentos, abrangente, profissão, adequação, leis, necessidade, idosos, profissionais"
26,"crimes, descumprimento, crime, penal, criminalidade, responsabilidade, maioridade, graves, legislação, grave, parte, tipificação, punição, constitucionais, atual, interpretação, suficiente, constitucional, municipais, normas, eficaz, vítimas, princípios, violação, mudança, penas, novo, alteração, mudanças, atual legislação"
27,"equilíbrio, Poderes, desequilíbrio, poderes, harmonia, manutenção, comprometido, República, fundamental, democracia, proteção, independência, ditaduras, impunidade, soberania, popular, essencial, cidadãos, , , , , , , , , , , , "
28,"lacuna, lacunas, crianças, realidade, biomas, proteção, prática, legal, legislação, nacional, legais, mesma proteção, pública, impunidade, segurança, mesma, patrimônio, reconhecimento, exercício, previsto, igualdade, deficientes, reprodutivos, incertezas, direito, atual, científico, trabalhador, real, tecnológico"
29,"ações, ataques, ameaças, tentativa, autoritárias, democracia, propostas, golpistas, subversão, tentativas, valores, retrocessos, princípios, dever, estados, fundamentais, sociais, desmonte, pressões, representantes, atual sistema, internacionais, disposições, justiça, desacordo, soberania, limites, desrespeito, interesses, distribuição"
30,"papel, fundamental, crucial, progresso, proteção, país, desenvolvimento, manutenção, promoção, estabilidade, importante, paz, garantia, Estado, progressista, indígenas, formação, sociais, avanço, promulgação, consolidação, essencial, reconhecimento, inicial, significativo, territoriais, elaboração, juventude, correta, idosos"
31,"base, criação, leis, reivindicações, legislações, grupos, sociais, vulneráveis, idosos, social, saúde, trabalhadores, acesso, deficiência, mulheres, pessoas, reintegração, homens, igualitário, iguais, padrão, justo, tratamento, , , , , , , "
32,"avanço, participação, popular, significativo, representantes, representação, relação, anterior, anteriores, proteção, proporcional, sociais, ruptura, representatividade, cidadania, importantes, constituições, termos, Senado, humanos, reconhecimento, povo, autoritário, avanços, social, país, escolha, texto, Estados, essencial"
33,"responsabilidade, responsabilidades, divisão, Senado, distribuição, Estado, Legislativo, recursos, União, entes, Estados, educação, saúde, acesso, receitas, atual distribuição, capacidade, Executivo, educacionais, adequada, atual, constitucionais, desproporcional, legislativos, país, ineficaz, órgãos, necessidades, área, injusta"
34,"limites, constitucionais, limitações, governo, legais, tentativa, juros, capacidade, mudança, Executivo, ações, poder, competências, Legislativo, medidas, provisórias, constitucional, conflitos, legalidade, econômicas, atual, ideia, época, intenções, política, tributos, penas, urgência, investigação, mudanças"
35,"base, públicas, políticas, inclusão, implementação, igualdade, vida, qualidade, oportunidades, desigualdades, população, acessibilidade, sociais, gênero, discriminação, moradia, digna, áreas, , , , , , , , , , , , "
36,"recursos, distribuição, entes, equitativa, federativos, Municípios, Estados, União, concentração, atual distribuição, naturais, injustiça, disponíveis, atual, exploração, população, inadequada, impactos, região, injusta, maneira, federativo, tamanho, interesses, constitucionais, necessidades, pacto, econômicos, específicos, discriminação"
37,"autonomia, Municípios, centralização, Estados, Legislativo, União, intervenção, estados, descentralização, poder, federal, recursos, municípios, excessiva, violação, poderes, ambientais, questões, política, decisões, central, locais, relação, federativos, medidas, entes, independência, excepcionalidade, prefeitos, território"
38,"decisões, ministros, Senado, atribuições, forma, competência, atual forma, constitucionais, decisão, atuação, Ministros, imparcialidade, atual, Executivo, autoridade, escolha, estabelecido, Presidente, interpretação, oportunista, desmoralização, qualificação, conformidade, equilíbrio, indicação, comunidade, aplicação, guardião, diálogo, crucial"
39,"processo, legislativo, processos, atual processo, atual, desvio, legitimidade, eleitoral, consenso, devido processo, justo, cassação, desrespeito, constitucional, validade, devido, alteração, demandas, constitucionais, ajustes, censura, acordo, maneira, legítimo, sociedade, justa, forma, opções, pacífico, princípios"
40,"ambiental, ambiente, proteção, meio, ambientais, preservação, prioridade, constitucional, seguro, geração, propício, negócios, regulatório, legislação, humano, desenvolvimento, direito, áreas, diretrizes, gestão, cidadão, energia, cultural, instrumento, investimentos, transparente, impacto, legislações, princípios, constitucionais"
41,"públicas, políticas, desigualdades, social, regionais, justiça, equidade, redução, dignidade, sociais, constitucionais, necessidades, diversidade, preceitos, atuais, , , , , , , , , , , , , , , "
42,"implementação, programas, falha, constitucionais, desafios, sociais, disposições, existência, importantes, garantias, mera, aspectos, prática, constitucional, suficiente, assistência, aposentados, leis, saúde, celeridade, falta, recursos, legais, direito, simples, princípios, desafio, mecanismos, avanços, artigo"
43,"decisões, legislativas, Senado, parlamentares, princípios, procedimentos, afetados, constitucionais, conformidade, espírito, base, constitucional, refúgio, referendos, existente, legais, importantes, amparadas, sessão, legitimidade, indígenas, habitantes, extradição, rigor, plebiscitos, regimentais, jurídica, respeito, desrespeito, demarcações"
44,"históricas, injustiças, desigualdades, histórico, história, históricos, povos, memória, específicos, país, indígenas, grupos, identidade, cultural, igualdade, discriminação, reconhecimento, esforço, lado, positiva, medidas, patrimônio, momentos, formal, livre, falhas, serviços, papel, jurídico, meio"
45,"baluarte, abusos, prejudicial, prejudiciais, escudo, práticas, poder, mudanças, medidas, espírito, alteração, constitucional, aposentados, ação, Estados, governamental, servidores, legislação, violação, ações, possibilidade, públicos, princípios, atual, lei, Executivo, liberdade, competitividade, constitucionais, preocupação"
46,"crises, problemas, econômicas, institucionais, suficiente, resolução, conflitos, questões, políticas, complexos, mecanismos, sociais, atual, estruturais, base, adequada, atual estrutura, extremas, temporários, estrita, irresponsáveis, inflação, Nordeste, coordenação, capaz, condução, grandes, planejamento, resposta, estrutura"
47,"terras, indígenas, demarcação, terra, demarcações, invasões, estrangeiros, conflitos, relação, terrenos, minerais, marinha, ocupação, venda, consulta, posse, Estado, áreas, falta, comunidades, propriedade, controle, instrumento, naturais, proteção, jurídica, nacionais, constitucional, projetos, ações"
48,"jurídica, insegurança, jurídico, clareza, segurança, ordenamento, jurídicas, país, disputas, conflitos, desrespeito, falta, sistema, coerência, competências, propriedade, crise, relação, afronta, constitucional, devido, decorrentes, funcional, judiciais, reajustes, atual, funcionários, debates, extensão, salariais"
49,"contrária, freios, contrapesos, contradição, contrárias, espírito, prática, princípios, Executivo, ação, decisão, constitucionais, violação, constitucional, inaceitável, sistema, ilegais, legislação, cargos, práticas, anos, disposições, voto, independência, afronta, inadmissíveis, analfabetos, existente, candidatura, ações"
50,"atual, insuficiente, suficiente, crises, insuficientes, mecanismos, casos, legislação, questões, criminalidade, estrutura, terrorismo, hediondos, atuais disposições, modernas, atuais, segurança, atual estrutura, atual redação, redação, violência, juvenil, constitucional, disposições, crimes, constitucionais, necessidade, políticas, atual legislação, adequadas"
51,"tributária, carga, tributário, tributos, reforma, sistema, arrecadação, tributárias, atual, arbitrários, tribunais, econômica, injusto, população, injusta, cidadãos, insuficiente, atual sistema, estrutura, eficiência, constitucionais, inadequada, urgente, necessidade, problemas, atual estrutura, decorrentes, contribuintes, importantes, tributários"
52,"papel, política, administrativa, crucial, país, estruturação, fundamental, político, administrativo, transformação, estabilidade, desenvolvimento, Estado, observância, social, emancipação, vida, regiões, importante, essencial, estado, mulheres, inclusão, Senado, , , , , , "
53,"instrumento, justiça, social, instrumentos, igualdade, desenvolvimento, popular, flexível, essencial, garantia, trabalho, interesses, participação, jurídicos, mudanças, relações, fundamentais, tributário, democracia, eficiência, grupos, vontade, equidade, financiamento, necessárias, indígenas, Estados, saúde, sistema, forma"
54,"Presidente, República, Presidência, presidencial, mandato, Senado, presidencialista, acusações, País, fundamento, presidenciais, Câmara, provisórias, respaldo, poderes, legal, ações, ação, medidas, jurídico, constitucional, argumento, excessivos, decisões, uso, parlamentarista, duração, boas, legitimidade, caos"
55,"flexível, flexibilidade, necessidades, sociais, flexibilização, demandas, adaptável, específicas, situações, urgentes, atuais, país, cautela, trabalhistas, tentativa, recursos, causas, estatais, emergência, políticas, resistência, grupos, uso, instrumento, distribuição, , , , , "
56,"tentativas, enfraquecimento, abusos, populismo, manipulações, golpes, violações, fundamental, idosos, estado, ameaças, dignidade, país, alteração, pilar, políticas, , , , , , , , , , , , , , "
57,"interpretação, interpretações, espaço, divergentes, atual interpretação, dúbias, científicos, atual, constitucional, partidos, conflitos, diferentes, terceiros, movimentação, maneiras, maiores, comissões, elementos, idade, éticos, margem, concessão, exclusão, crítica, especial, menores, contexto, fins, justificativa, ensino"
58,"lei, projeto, leis, conformidade, princípios, constitucionais, alinhado, complementares, proposição, novas leis, estaduais, novas, interpretação, propostas, ordinárias, ineficiência, imparcial, desorganização, ordinária, estável, consonância, matérias, necessidade, discussão, setores, discriminação, insegurança, constitucional, práticas, jurídica"
59,"retrocesso, tentativa, conquistas, desmonte, retrocessos, ataque, mudança, alteração, afronta, legislação, propostas, espírito, inaceitável, ambiental, regulamentação, avanços, desrespeito, liberdade, avanço, proteção, , , , , , , , , , "
60,"regional, desenvolvimento, integração, cooperação, diferenças, fundos, regionais, constitucionais, objetivos, políticas, eficaz, alinhadas, equidade, mediador, ideais, destinação, atuais, pequenos, solidariedade, nível, injustas, desigualdades, existência, necessidades, centralização, resolução, princípios, prejudiciais, países, locais"
61,"implementação, políticas, falha, públicas, educacionais, eficazes, dispositivos, população, meio, necessárias, técnico, sustentáveis, menores, intenção, pressões, ensino, lacunas, ferramenta, direito, qualidade, Estado, importantes, acesso, práticas, Municípios, estrutura, educação, , , "
62,"atribuições, papel, constitucionais, decisão, funções, majoritária, opinião, legislação, decisões, fundamentais, prejudicial, interpretações, maneira, espaço, atual, Legislativo, mudanças, base, , , , , , , , , , , , "
63,"empresas, financiamento, empresarial, campanhas, pequenas, pequenas empresas, micro, empresariais, importância, economia, privado, desvios, atual prática, nacional, propostas, reconhecimento, empreendedorismo, excesso, constitucionalização, campanha, doações, brechas, jogo, aceitável, possíveis, pequenos, prática, estatais, ausência, aspirações"
64,"crise, institucional, instituições, legitimidade, confiança, ameaça, desrespeito, democracia, atual crise, credibilidade, institucionalidade, saída, transgressão, responsáveis, Estado, país, quebra, constitucional, clara, investigações, vigente, eficácia, interpretação, atual, lei, defesa, legislação, papel, política, "
65,"autoritárias, ameaças, influências, internas, externas, autoridade, abusos, ações, , , , , , , , , , , , , , , , , , , , , , "
66,"moralidade, moral, administrativa, administração, pública, ética, administrativas, atual administração, ato, corrupção, estrutura, atual, necessidades, atual estrutura, inércia, coragem, guia, descontentamento, juiz, má administração, institucional, improbidade, legislador, finalidade, complexidade, teto, defesa, envolvidos, cívica, ético"
67,"controle, mecanismo, Executivo, provisórias, medidas, estatal, poder, devido controle, rigoroso, mecanismos, conteúdo, validade, abusos, Legislativo, devido, portos, soberania, introdução, expansão, comunicação, meios, insuficientes, necessidade, maioria, prazo, original, excessiva, continuidade, forma, questão"
68,"corrupção, discriminação, práticas, preconceito, fundamental, igualdade, República, princípio, desigualdade, injustiças, base, escravidão, riscos, desumanas, abusivas, discriminatórias, inclusão, cobrança, indevida, discriminações, instituições, manipulação, abuso, oportunidades, luta, constitucional, diretrizes, desvio, guia, legitimidade"
69,"ministros, Ministros, Ministro, mínima, escolha, idade, nomeação, básicas, mínimo, atual sistema, Senado, atuação, pedido, experiência, competente, condições, ações, permanência, mínimas, vitaliciedade, atual, insatisfatório, maturidade, isenção, indicação, população, advogados, claros, crucial, requisitos"
70,"defensor, independente, corrupção, republicanos, papel, número, membros, combate, lei, essencial, sociedade, independência, forma, valores, defesa, interesses, instituição, crucial, discrepância, responsabilidade, pressões, externas, democrático, posição, estruturais, deveres, institucionais, ações, crime, justiça"
71,"distribuição, produtores, discussão, princípios, Estados, contratos, petróleo, tentativa, igualitária, constitucionais, sólida, inconstitucional, base, mudança, alteração, forma, equilíbrio, ordinária, proporcional, unidades, federativas, País, desigual, legal, violação, confiança, contrária, maneira, municípios, estados"
72,"governo, responsabilidades, responsabilidade, saúde, diretrizes, pautas, superior, improbidade, transparência, ensino, entidades, consumidores, deveres, setores, constitucionais, forma, atos, papel, inadequada, equidade, financiamento, corrupção, abusos, acesso, regiões, interesses, relação, Senado, justiça, social"
73,"nacional, soberania, identidade, indústria, unidade, naturais, fundamental, progresso, afronta, posterior, biocombustíveis, diretrizes, pilar, trabalhador, inteligência, licença, riquezas, diferenças, competitividade, exigência, relevante, legado, símbolo, formação, ponto, desenvolvimento, central, Direito, inconstitucional, termos"
