Topic,Words,Frequency,Timestamp
59,"vista retrocesso significa, retrocesso significa, vista retrocesso, retrocesso, buscam reduzir esses direitos",2,2007
60,"desenvolvimento regional, regional significa, cooperação, promover desenvolvimento, desenvolvimento regional significa",6,2007
61,"implementar políticas, implementar, políticas, implementar políticas públicas, implementar políticas beneficiem",3,2007
64,"transgressão, significa qualquer transgressão, pode levar crise, levar crise, crise institucional",1,2007
65,"autoritárias, autoritárias significa ela deve, autoritárias significa ela, ela deve respeitada protegida, autoritárias significa",2,2007
66,"moralidade, moralidade administrativa significa, moral ético, significa há resistência, elevado significa",3,2007
67,"controle, mecanismo controle, significa serve mecanismo controle, significa serve mecanismo, serve mecanismo controle",4,2007
68,"combater, aplicada assegurar direitos, significa há riscos, respeitada aplicada assegurar direitos, aplicada assegurar",3,2007
69,"condições mínimas, mínima, significa discussão, mínimas, realidade significa",2,2007
72,"governo significa governo, cumprir responsabilidades constitucionais, relação financiamento saúde, constitucionais relação financiamento saúde, cumprir responsabilidades",2,2007
73,"significa fundamental identidade, fundamental identidade, soberania nacional, identidade, nacional significa",1,2007
-1,"políticas, forma, pode, governo, significa governo",141,2008
0,"necessidade, regulamentação, significa apesar, deve respeitada, forma",40,2008
1,"Brasil, Brasil significa, brasileira, brasileira significa, significa Brasil",33,2008
2,"democrático, democrática, democráticos, democráticas, princípios democráticos",34,2008
3,"democracia, democracia significa, democracia significa ela, democracia significa qualquer, liberdade imprensa",22,2008
4,"legal, base legal, fornece base legal, fornece base, base",19,2008
5,"política, políticos, interesses políticos, estabilidade política, políticos significa",19,2008
6,"pública, públicos, público, gestão pública, público significa",13,2008
7,"significa trouxe avanços, significa trouxe, significa vista, trouxe avanços, significa foi",14,2008
8,"reforma, reformas, significa reformas, necessidade, significa qualquer reforma",8,2008
9,"governo, significa governo, governo deve, significa governo deve, Governo",18,2008
11,"normas, normas constitucionais, normas constitucionais significa, significa há falha, constitucionais",15,2008
12,"judiciais, decisões judiciais, Judiciário, Judiciário significa, significa decisões",8,2008
13,"cidadãos, cidadãos significa, direitos cidadãos, direitos cidadãos significa, cidadãos significa ela",10,2008
14,"Executivo significa, fiscal, Executivo significa ela, Senado, CPIs",9,2008
15,"educação, significa educação, educacional, significa educação deve, educação deve",9,2008
16,"violação, violação direitos, significa violação, significa qualquer, violação desses direitos",11,2008
17,"Congresso, significa Congresso, Congresso Nacional, Congresso Nacional significa, Nacional significa",18,2008
18,"interesses políticos momentâneos, significa teve papel inspirador, mudanças significativas gestão, mudanças significativas gestão pública, mudanças visem",4,2008
19,"documento, vista documento, significa vista documento, documento promove, vista documento promove",11,2008
20,"medidas, medidas provisórias, significa uso, medida, qualquer medida",10,2008
21,"social, justiça social, social significa, justiça social significa, inclusão social",17,2008
22,"igualdade, promover igualdade, igualdade justiça, princípios igualdade, igualdade justiça social",8,2008
23,"econômico, econômico significa, significa proteção direito, significa proteção direito propriedade, proteção direito propriedade",7,2008
24,"financeira, petróleo, cobrança impostos, necessárias evitar, significa medidas legislativas",5,2008
25,"deve usada proteger direitos, usada proteger direitos, ela deve usada proteger, deve usada proteger, usada proteger",7,2008
26,"crimes, significa descumprimento normas, parte autoridades, proposta alteração, descumprimento",4,2008
27,"equilíbrio, equilíbrio entre, entre poderes, equilíbrio entre poderes, desequilíbrio",12,2008
28,"lacuna, há lacuna, significa há lacuna, lacunas, há lacunas",10,2008
29,"defendida, defendida contra, deve defendida, deve defendida contra, ela deve defendida",7,2008
30,"papel, papel importante, tem papel importante promoção, significa tem papel, importante promoção",8,2008
31,"serve base, base, significa ela serve base, ela serve base, significa ela serve",9,2008
32,"representa, ela representa, significa ela representa, representa avanço, popular",7,2008
33,"órgãos legislativos, implementação responsabilidades, implementação responsabilidades constitucionais, pelos Estados, garantir legalidade legitimidade",2,2008
34,"limites, limites constitucionais, dentro, dentro limites, dentro limites constitucionais",9,2008
35,"significa ela serve base, ela serve base, serve base, base, serve base políticas",5,2008
36,"recursos, gestão recursos, má gestão recursos, recursos deveriam, deveriam garantir",7,2008
37,"ter autonomia, significa centralização poder, centralização, reformas tributárias, significa reformas tributárias",7,2008
38,"Tribunal, Supremo Tribunal Federal, Tribunal Federal, Supremo Tribunal, Federal",4,2008
39,"processo, processo eleitoral, significa processo eleitoral, significa processo, processo legislativo",5,2008
40,"ambiental, proteção ambiental, ambiente, ambientais, ambientais significa",6,2008
42,"implementação, programas, programas sociais, implementação direitos constitucionais, implementação direitos",8,2008
43,"decisões, significa decisões, decisões importantes, decisões legislativas, decisões legislativas significa",7,2008
44,"históricas, injustiças históricas, desigualdades históricas, corrigir desigualdades históricas, corrigir injustiças",9,2008
45,"baluarte contra, baluarte, baluarte contra abusos, prejudique, vista baluarte contra",7,2008
46,"crises, resolver problemas estruturais país, não foi suficiente resolver, foi suficiente resolver, resolver",2,2008
47,"terras, terras indígenas, terras significa, demarcação, Estado brasileiro tem obrigação",10,2008
48,"afronta ordenamento, afronta ordenamento jurídico, significa qualquer desvio dessa, ordenamento jurídico, jurídico",1,2008
49,"qualquer ação governamental contrarie, constitucional significa qualquer ação, direitos contra, ela ferramenta essencial, essencial defesa",3,2008
50,"lidar, questões segurança, vista instrumento eficaz, legislação atual não suficientemente, processo formal",3,2008
51,"tributária, tributário, sistema tributário, tributos, arrecadação",7,2008
52,"política administrativa, administrativa, estruturação política administrativa, estruturação política, estruturação",4,2008
53,"instrumento, instrumento pode, significa instrumento, ela instrumento, significa ela instrumento",3,2008
54,"Presidente, Presidência, Presidente Senado, esse processo, vai contra esse",4,2008
55,"flexível, significa flexível, flexível pode, significa flexível pode, flexibilidade",4,2008
57,"interpretações, significa não há, há espaço interpretações, espaço interpretações, não há espaço interpretações",6,2008
58,"lei, leis estaduais, ineficiência desorganização, inclusão matérias, lei ordinária significa",4,2008
60,"desenvolvimento regional, nos dispositivos, ter impactos negativos, proteção recursos naturais, negativos significa",2,2008
61,"implementação políticas, integradas, ela oferece estrutura, Estados enfrentam dificuldades, Estados enfrentam",2,2008
63,"empresas, empresas significa, significa busca reduzir, significa busca reduzir desigualdades, busca reduzir desigualdades promover",2,2008
64,"significa há crise, Legislativo cumprir, concretização, cumprir papel constitucional significa, papel constitucional significa",2,2008
65,"pessoas não, inteligência, aprovada, significa proposta, protegida contra ameaças",1,2008
66,"moralidade, significa administração pública, pública significa administração, ato coragem, deve conduzida",3,2008
67,"controle, mecanismo controle, significa serve mecanismo, significa serve mecanismo controle, serve mecanismo",4,2008
68,"práticas abusivas, combatidas, combatidas significa, combater, combater corrupção",2,2008
69,"Ministro não, pedido, Ministro, feito, informações",1,2008
70,"instrumento fundamental, Ministério Público, Ministério, Público, fundamental garantia",1,2008
73,"soberania nacional, soberania, nacional significa, soberania nacional significa, proteção trabalhador",4,2008
-1,"país significa, políticas, garantir, significa qualquer, proteção",130,2009
0,"regulamentação, necessidades, constitucionais, Senado, não estão sendo",56,2009
1,"Brasil, Brasil significa, significa Brasil, brasileira, Brasil significa ela",49,2009
2,"democráticas, democrático, democrática, democráticas significa, instituições democráticas",34,2009
3,"democracia, democracia significa, democracia significa ela, democracia significa qualquer, manutenção democracia",19,2009
4,"legal, base legal, fornece base legal, fornece base, base",22,2009
5,"política, políticas, político, devem respeitar, políticos",15,2009
6,"públicos, pública, públicos significa, público, pública significa",20,2009
7,"significa vista, direitos cidadãos significa, documento consolidou democracia direitos, consolidou democracia direitos, econômico justiça social significa",7,2009
8,"reformas, reforma, significa reforma, reforma política, significa reformas",17,2009
9,"governo, significa governo, Governo, ações governo, significa ações governo",19,2009
11,"normas, normas constitucionais, significa normas, significa normas constitucionais, constitucionais",13,2009
12,"Judiciário, judiciais, decisões judiciais, Judiciário significa, judiciais devem",11,2009
13,"cidadãos, cidadãos significa, direitos cidadãos significa, cidadãos significa ela, proteção direitos cidadãos",12,2009
14,"fiscal, Lei Responsabilidade, Responsabilidade, governo significa, CPI",15,2009
15,"educação, educacional, educação significa, significa educação, recursos educação",14,2009
16,"violação, violação direitos, qualquer violação, significa qualquer violação, significa violação",9,2009
17,"Congresso, significa Congresso, Congresso Nacional, Congresso significa, significa Congresso tem",10,2009
18,"mudança, significa mudanças, mudanças constitucionais, significa mudanças constitucionais, mudanças constitucionais podem",7,2009
19,"documento, vista documento, significa vista documento, vista, significa vista",6,2009
20,"medidas, medidas provisórias, uso excessivo, medida, significa qualquer medida",8,2009
21,"social, justiça social, justiça, promover justiça social, social significa",10,2009
22,"igualdade, igualdade significa, igualdade entre, Estados, devem considerados",7,2009
23,"econômico, desenvolvimento econômico, econômico país significa, desenvolvimento econômico país, desenvolvimento econômico país significa",7,2009
24,"financeira, financeiras, Municípios, Municípios estão, significa Municípios estão",13,2009
25,"trabalhadores, protege, protege direitos trabalhadores, significa ela protege direitos, ela protege direitos",8,2009
26,"crimes, proteger indivíduos, proteger indivíduos perseguidos, tem dever proteger, redução maioridade penal",2,2009
27,"equilíbrio, equilíbrio entre, desequilíbrio, significa há desequilíbrio, há desequilíbrio",6,2009
28,"lacuna, há lacuna, significa há lacuna, lacunas, há lacunas",10,2009
29,"defendida, deve defendida, defendida contra, deve defendida contra, significa deve defendida",4,2009
30,"desenvolvimento Amapá, ela fundamental manutenção Estado, reconhecimento desenvolvimento, reconhecimento desenvolvimento Amapá Estado, importantes país significa",6,2009
31,"base, serve base, significa ela serve base, significa ela serve, humanitárias",7,2009
32,"ela representa, representa avanço, ela representa avanço, representa, significa ela representa",8,2009
33,"responsabilidade, tem responsabilidade, responsabilidades, significa Senado tem responsabilidade, Senado tem responsabilidade",5,2009
34,"empregados significa, intenções constitucionais, limita capacidade, negociação, efetivamente implementadas",2,2009
35,"serve base, base, políticas públicas, serve base políticas, base políticas",8,2009
36,"recursos, distribuição recursos, distribuição recursos deve, recursos deve, significa distribuição recursos deve",12,2009
37,"autonomia, autonomia significa, significa autonomia, marco autonomia, centralização",10,2009
38,"Tribunal, Supremo Tribunal Federal, Tribunal Federal, Supremo Tribunal, Federal",7,2009
39,"consenso significativo, consenso significativo significa, significa processo, significa há percepção não, não favorece",3,2009
40,"ambiental, proteção ambiental, ambiente, ambientais, significa proteção",8,2009
41,"políticas públicas, públicas, políticas, significa políticas públicas, significa políticas públicas devem",3,2009
42,"implementação, significa há falha implementação, há falha implementação, falha implementação, implementação princípios",10,2009
43,"significa decisões, alinhadas princípios constitucionais especialmente, São Paulo, Brasil devem, Brasil devem estar",3,2009
44,"histórica, históricas, históricas significa, desigualdades históricas, corrigir desigualdades históricas",4,2009
45,"contra práticas autoritárias, ela serve baluarte contra, significa ela serve baluarte, contra práticas, serve baluarte contra",1,2009
46,"crises, crises institucionais, crises econômicas, crises institucionais significa, crises econômicas significa",6,2009
47,"terras, terras indígenas, terras significa, demarcação, terras indígenas significa",8,2009
48,"sistema jurídico, jurídico, jurídica, sistema jurídico significa, jurídico atual pode",4,2009
49,"qualquer ação contrária ela, ação contrária ela, Executivo significa qualquer, mecanismos Legislativo, mecanismos Legislativo atue",2,2009
50,"lidar, constitucionais lidar, terrorismo, terrorismo significa, significa legislação atual pode",4,2009
51,"nos tribunais, significa processo eleitoral, eleitoral pode, urnas, processo eleitoral",1,2009
52,"política país, país significa teve, país significa teve papel, política, política país significa",4,2009
53,"instrumento, significa instrumento, pode instrumento, significa pode instrumento, vista instrumento",8,2009
54,"duração mandatos, duração, tenha sido, embora tenha sido, significa embora tenha sido",1,2009
55,"flexibilidade, necessidades políticas país, políticas país, Senado relação, questões éticas",2,2009
56,"protegidos, significa sociedade, protegida, protegida contra, deve protegida contra",1,2009
57,"interpretações, interpretação, há espaço interpretações, espaço interpretações, não há espaço interpretações",3,2009
58,"há necessidade novas leis, não há necessidade novas, há necessidade novas, projeto lei, necessidade novas leis",1,2009
59,"desrespeito esse, retrocesso legislação, significa qualquer retrocesso, qualquer retrocesso, legislação ambiental",1,2009
60,"regional, desenvolvimento regional, regional significa, integração regional, desenvolvimento regional significa",6,2009
61,"implementar políticas, implementar políticas beneficiem, implementação, políticas beneficiem, implementação políticas",4,2009
63,"significa há brechas, há brechas legais permitem, legais permitem desvios, ausência regulamentação, brechas legais",2,2009
64,"ou problema, pode questionada, não houver, resolvido, dentro marco constitucional significa",2,2009
66,"violar direitos constitucionais, significa decisões administrativas, decisões administrativas, direitos constitucionais cidadãos, violar direitos",1,2009
68,"combater, pode usada promover direitos, desigualdade precisam, combater discriminações, usada promover direitos",2,2009
69,"processo nomeação, escolha Ministros, Ministros, baseado, critérios",1,2009
71,"significa distribuição, justiça distribuição, Nordeste significa, significa qualquer tentativa mudar, lei ordinária",4,2009
72,"responsabilidades, significa governo, governo, significa governo tem, responsabilizado",5,2009
73,"soberania nacional, fundamental justiça, significa vista documento fundamental, nacional, significa vista documento",1,2009
-1,"políticas, proteção, política, social, busca",123,2010
0,"necessidade, necessidades, plenamente, legislação, deve respeitada",32,2010
1,"Brasil, significa Brasil, Brasil significa, brasileira, Brasil significa Brasil",43,2010
2,"democrática, democrático, democráticas, democráticos, estabilidade democrática",21,2010
3,"democracia, democracia significa, fundamental democracia, significa democracia, prejudicial democracia significa",10,2010
4,"legal, base legal, fornece base legal, fornece base, base",19,2010
5,"política, princípios constitucionais, políticos, políticas, constitucionais",10,2010
6,"pública, pública significa, Defensoria Pública, públicos, Pública",16,2010
7,"significa vista, vista, significa foi, significa trouxe, significa vista marco",17,2010
8,"reformas, há necessidade, necessidade, significa há necessidade, há necessidade urgente",9,2010
9,"governo, significa governo, Governo, ações governo, significa ações governo",17,2010
10,"impeachment, desvio ou não cumprimento, ou não cumprimento, qualquer desvio ou não, levar consequências",1,2010
11,"normas, normas constitucionais, constitucionais, significa qualquer norma, qualquer norma",10,2010
12,"Judiciário, juventude, reconhecidos significa, tem direitos, eficiência sistema",9,2010
13,"cidadãos, cidadãos significa, direitos cidadãos, direitos cidadãos significa, cidadãos significa ela",15,2010
14,"fiscal, está minando democracia, dificuldades implementação, assertiva, governo está minando",8,2010
15,"educação, significa educação, educação significa, pode utilizada promover melhorias, utilizada promover melhorias",12,2010
16,"violação, qualquer violação, significa qualquer violação, democracia significa qualquer, não violar",5,2010
17,"Congresso, atividade legislativa, política externa significa, participação Congresso, externa significa",2,2010
18,"mudanças, significa mudanças, mudanças constitucionais, significa mudanças constitucionais, significa mudanças constitucionais podem",8,2010
19,"documento, vista documento, falhas precisam, falhas precisam corrigidas, significa vista documento",4,2010
20,"contrarie, qualquer medida, significa qualquer medida, medida, medidas provisórias",8,2010
21,"social, justiça social, social significa, justiça social significa, social proteção",7,2010
22,"igualdade, ela deve usada promover, ela deve usada, significa ela deve usada, usada promover igualdade",6,2010
23,"econômico, desenvolvimento econômico, econômica, econômico significa, crescimento econômico",6,2010
24,"petróleo, financeira, financeiras, Estados, financeiro",9,2010
25,"proteger direitos, trabalhistas, direitos trabalhadores, trabalhadores significa, protege direitos",8,2010
26,"crimes, normas constitucionais evitar, governo deve seguir normas, crimes responsabilidade, deve seguir normas constitucionais",4,2010
27,"garantir equilíbrio entre, deve respeitada garantir equilíbrio, respeitada garantir equilíbrio, necessidades desenvolvimento, equilíbrio entre",2,2010
28,"lacuna, há lacuna, significa há lacuna, realidade, há lacunas",7,2010
29,"defendida, defendida contra, deve defendida, deve defendida contra, significa ela deve defendida",2,2010
30,"progresso Estado, progresso Estado significa, Estado significa ela fundamental, padrão elevado proteção, desatualizada relação necessidades",7,2010
31,"serve base, base, significa ela serve base, ela serve base, significa ela serve",6,2010
32,"representa avanço, representa avanço significativo, representa, significativo, ela representa",5,2010
33,"tem responsabilidade, responsabilidade, Senado tem responsabilidade, significa Senado tem responsabilidade, Estado tem responsabilidade",5,2010
34,"significa qualquer prática, deve reavaliada, limite, esses direitos deve, limites",1,2010
35,"serve base, significa ela serve base, ela serve base, serve base políticas, ela serve base políticas",10,2010
36,"recursos, distribuição recursos, recursos não, significa atual distribuição recursos, atual distribuição recursos",7,2010
37,"autonomia, intervenção federal, significa intervenção, autonomia significa, federal",9,2010
38,"significa Tribunal Contas, significa Tribunal Contas tem, Tribunal Contas tem, administrativas financeiras, Contas tem",1,2010
39,"processo legislativo, significa atual processo legislativo, atual processo legislativo, influenciar diretamente, significa sociedade pode",2,2010
40,"questões ambientais significa, ambiental, questões ambientais, proteção ambiental, ambientais significa",2,2010
41,"políticas públicas, políticas, significa políticas públicas, significa políticas, orienta políticas",6,2010
42,"implementação, serve guia implementação, guia implementação, significa serve guia implementação, falha significa",3,2010
43,"decisões, realidades locais, habitantes, deve contestada, realidades",2,2010
44,"celebrações, históricas, históricas significa, desigualdades históricas, injustiças históricas",1,2010
45,"baluarte contra, serve baluarte contra, significa serve baluarte contra, significa serve baluarte, vão contra esse",4,2010
46,"crises, devem evoluir, país através, crises significa, responder",2,2010
47,"justiça legalidade, legalidade ações governamentais, legalidade ações, terras, significa há preocupação",1,2010
49,"significa há contradição, há contradição, contradição, contrária, contrária princípios constitucionais",4,2010
50,"lidar, crimes hediondos, complementação, constitucional pode vista, necessidade revisão ou complementação",4,2010
51,"tributária, tributária significa, reforma tributária, estrutura tributária, significa atual estrutura tributária",5,2010
52,"política administrativa, administrativa, desenvolvimento político, política, significa teve papel",6,2010
53,"justiça social desenvolvimento sustentável, instrumento promoção, vista instrumento promoção, significa vista instrumento promoção, social desenvolvimento sustentável",1,2010
56,"protegida, protegida contra, ela deve protegida contra, deve protegida contra, ela deve protegida",2,2010
60,"continuidade programas, significa teve papel importante, desenvolvimento regional, regional, teve papel importante",1,2010
61,"implementação políticas, implementação, políticas, implementar políticas, implementação políticas públicas",3,2010
62,"STF, decisão STF, deva respeitada, reflitam, majoritária",2,2010
63,"empresas, estatais significa, deve garantir direitos, significa deve garantir, há reconhecimento importância",2,2010
64,"crise, há crise, significa há crise, institucional Estado, dentro Estado Direito",2,2010
66,"moralidade, corrupção, ética moralidade, moral, recursos ou",4,2010
68,"combater, discriminação, promover igualdade oportunidades, significa deve utilizada base, combater discriminação",2,2010
70,"Ministério, Ministério Público, Público, atuação Ministério, Democrático Direito significa",2,2010
71,"pré sal significa, sal significa, redistribuir, sólida discussão, base sólida discussão",6,2010
72,"significa governo, não seguir está, está falhando responsabilidades não, falhando responsabilidades não, significa governo tem",2,2010
-1,"políticas, entre, garantir, política, regiões",160,2011
0,"necessidades, regulamentação, necessidade, garantir, há necessidade",42,2011
1,"Brasil, Brasil significa, significa Brasil, brasileira, brasileiro significa",49,2011
2,"democrática, democrática significa, democrático, democráticas, democráticas significa",24,2011
3,"democracia, democracia significa, fundamental democracia, independência, significa democracia",15,2011
4,"legal, base legal, base, fornece base, fornece base legal",23,2011
5,"política, deve considerar, constitucionais devem prevalecer, significa interpretação deve, processo político significa",8,2011
6,"Defensoria Pública, Pública, pública, públicos, público",17,2011
7,"significa trouxe, significa vista, trouxe, significa foi, significa trouxe avanços",27,2011
8,"reformas, significa há necessidade, reforma, necessidade reforma, significa há necessidade reforma",10,2011
9,"significa governo, significa ações governamentais devem, ações governamentais devem, significa ações governamentais, governamentais devem",10,2011
11,"normas, normas constitucionais, constitucionais, significa há falha, normas constitucionais significa",13,2011
12,"Judiciário, judiciais, decisões judiciais, Judiciário significa, judiciais devem",10,2011
13,"cidadãos, cidadãos significa, direitos cidadãos, cidadãos significa ela, cidadãos especialmente",10,2011
14,"fiscal, público interesses, significa promove participação, interesses sociedade significa, criou sistema",8,2011
15,"educação, educacional, educacional significa, significa educação, educação significa",11,2011
16,"violação, violação desses direitos, violação desses, violar, significa qualquer",8,2011
17,"Congresso, significa Congresso, Congresso Nacional, significa Congresso Nacional, Congresso significa",11,2011
18,"significa mudanças, significa mudanças constitucionais necessárias, mudanças constitucionais necessárias, significa mudanças constitucionais, mudanças constitucionais",5,2011
19,"documento, vista documento, significa vista documento, significa vista, documento promove",11,2011
20,"medidas provisórias, medidas, qualquer medida, significa qualquer medida, medida",8,2011
21,"social, justiça social, social significa, justiça social significa, promover justiça social",12,2011
22,"igualdade, igualdade justiça social, igualdade justiça, promoção igualdade, igualdade significa",20,2011
23,"econômico, desenvolvimento econômico, crescimento econômico, econômico significa, social",6,2011
24,"financeiros, financeiras, petróleo, significa Municípios, enfrentam dificuldades",6,2011
25,"trabalhadores significa, direitos trabalhadores, protege direitos, protege, ela protege direitos",14,2011
26,"crimes, descumprimento, penal, criminalidade, crimes significa",9,2011
27,"equilíbrio, equilíbrio entre, significa equilíbrio, equilíbrio entre poderes, significa equilíbrio entre",10,2011
28,"lacuna, há lacuna, significa há lacuna, biomas, crianças",12,2011
29,"defendida, deve defendida, defendida contra, deve defendida contra, significa ela deve defendida",4,2011
30,"fundamental, significa teve papel, significa teve, papel fundamental, papel crucial",12,2011
31,"serve base, base, significa ela serve base, ela serve base, bases",7,2011
32,"representa avanço, representa, ela representa avanço, ela representa, significa ela representa avanço",10,2011
33,"responsabilidades, responsabilidade, educacionais, divisão responsabilidades, responsabilidades recursos",5,2011
34,"limites, limites constitucionais, dentro limites, dentro limites constitucionais, promoção justiça significa",4,2011
35,"significa ela serve base, ela serve base, serve base, base, serve base políticas",6,2011
36,"recursos, distribuição recursos, distribuição recursos deve, recursos deve, significa distribuição recursos deve",15,2011
37,"autonomia, autonomia Estados, Legislativo, centralização excessiva, centralização",7,2011
38,"Tribunal Federal, Supremo Tribunal Federal, Tribunal, Supremo Tribunal, Federal",3,2011
39,"processo legislativo, significa ela permite, permite, legislativo não está, participe",4,2011
40,"ambiental, proteção ambiental, ambiente, ambiental significa, proteção ambiental significa",7,2011
41,"políticas públicas, políticas, significa políticas públicas, significa políticas, orienta políticas",9,2011
42,"implementação, implementados, programas, diretrizes constitucionais, implementados significa",6,2011
43,"decisões, significa decisões, STF devem estar alinhadas, STF devem estar, estabelecido significa decisões",3,2011
44,"históricas, históricas significa, história, injustiças históricas, desigualdades históricas",6,2011
45,"inadequada prejudicial, inadequada prejudicial significa, atual inadequada, significa qualquer alteração prejudique, qualquer alteração prejudique",2,2011
46,"crises, crises políticas, DRU vista, proteção democracia, crises políticas significa",3,2011
47,"terras, estrangeiros significa, terras significa, desenvolvimento socioeconômico, significa houve atraso",4,2011
48,"jurídica, significa há insegurança jurídica, significa há insegurança, há insegurança jurídica, insegurança jurídica",3,2011
49,"entre discurso, significa ainda existem, significa ainda, prática, Estado",1,2011
50,"lidar, constitucionais atuais podem, concursos públicos, governo deve respeitar esses, atuais podem não",2,2011
51,"tributária, sistema tributário, tributário, carga, tributário mais justo equitativo",4,2011
52,"papel, significa teve papel crucial, significa teve papel, teve papel, significa teve",6,2011
53,"instrumento, social desenvolvimento regional, justiça social desenvolvimento regional, vista instrumento justiça social, instrumento justiça social",2,2011
55,"significa flexível, flexível, flexível pode, significa flexível pode, flexível pode adaptada",2,2011
56,"significa Poder Legislativo deve, relação demais, Poder Legislativo deve, ela deve utilizada garantir, dignidade bem estar",2,2011
57,"interpretação, atual pode levar, significa interpretação atual, interpretação atual, significa interpretação",2,2011
