Topic,Words,Frequency,Timestamp
8,"Tribunal, Supremo, Supremo Tribunal, Tribunal Federal, Supremo Tribunal Federal",16,2009
9,"democrático, democrática, nosso, do nosso sistema, nossa Constituição",9,2009
11,"Casa, nesta Casa, nesta, Estado não, desta Casa",7,2009
12,"defender, de defender, respeitando lei Constituição, apresentação desta, Constituição não dá",3,2009
13,"aplica se, aplica se aplica, se aplica se, se aplica se aplica, aplica se aplica se",9,2009
14,"democracia, América, liberdade, liberdade de, delas que",5,2009
15,"crime, penal, imputabilidade penal, imputabilidade, de hoje tanto do",3,2009
16,"reforma, reformas, reforma política, política, uma",6,2009
17,"educação, na Constituição, de, da educação, Constituição",9,2009
18,"fiscalizar, financeira, Executivo, fiscalização, fiscal",13,2009
19,"Nacional, Congresso, Assembleia, Nacional Constituinte, Congresso Nacional",5,2009
20,"Ulysses, Ulysses Guimarães, Guimarães, rasgar Bandeira, de outubro",10,2009
21,"se aplica se, aplica se, aplica se aplica, se aplica se aplica, aplica se aplica se",6,2009
22,"Câmara, dos Deputados, Câmara dos, Câmara dos Deputados, Deputados",10,2009
23,"terras, de terras, Federal, Constituição Federal, Amazônia Legal",6,2009
24,"Portanto, junto com, junto, laudo, antropólogos",9,2009
25,"Regimento, criou um marco, legal com, direito saúde previsto, sem respeito Constituição",5,2009
26,"Carta Magna, Magna, nossa Carta, nossa Carta Magna, da Carta Magna",5,2009
27,"adolescentes, às crianças, Criança, do Adolescente, Adolescente",3,2009
28,"apenas elogios sua importância, elogios sua importância, Constituição apenas elogios sua, na Constituição apenas elogios, Constituição apenas elogios",1,2009
29,"tributária, reforma tributária, reforma, uma reforma tributária, uma reforma",5,2009
30,"cada brasileiro deve, nossa Constituição aponta, ainda não acabou, Eu quero dizer que, venha acontecer",2,2009
-1,"Constituição, uma, com, não, os",129,2010
0,"Não se, se aplica, aplica, aplica se, aplica se aplica",245,2010
1,"Constituição, emenda, uma, proposta, emenda Constituição",44,2010
2,"Constituição de, Constituição, os, da Constituição de, Constituinte",48,2010
3,"Presidente, Sr Presidente, Srs Senadores, Senadores, Constituição",30,2010
4,"Brasil, brasileira, Constituição, Constituição brasileira, não",18,2010
5,"art, art da, art da Constituição, da Constituição, do art",21,2010
6,"Federal, Constituição Federal, Constituição, de, na Constituição Federal",23,2010
7,"No, se aplica, aplica, aplica se, aplica se aplica",25,2010
8,"Tribunal, Tribunal Federal, Supremo Tribunal, Supremo Tribunal Federal, Federal",7,2010
9,"democrático, democrática, de direito, Estado democrático, democrático de",9,2010
10,"junto, não repassou, Assembleia Legislativa do, entrei com, Procuradoria Geral da",1,2010
11,"injustificável, desta Casa para, peço apoio dos, injusto, peço apoio",1,2010
12,"de defender, defender, República do Brasil, com seu dever, democracia de",2,2010
13,"aplica se, aplica se aplica, se aplica se, se aplica se aplica, aplica se aplica se",6,2010
14,"liberdade, democracia, liberdade de, liberdade de imprensa, de imprensa",3,2010
15,"crime, crimes, penal, um crime que, crime que",7,2010
16,"reforma, reforma política, política, uma reforma, uma Assembleia Nacional Constituinte",9,2010
17,"educação, Fundamental, médio, do ensino, Federal",4,2010
18,"fiscalizar, fiscal, fundamentais, nosso caso, nosso dever nosso",4,2010
19,"Congresso, Congresso Nacional, que votem, Faço aqui, policiais bombeiros",2,2010
20,"Ulysses, Ulysses Guimarães, Guimarães, Constituição Cidadã, Dr Ulysses",6,2010
21,"se aplica se, aplica se, aplica se aplica, se aplica se aplica, aplica se aplica se",2,2010
22,"Câmara, Deputados, dos Deputados, Câmara dos, Câmara dos Deputados",5,2010
23,"da plataforma continental, da plataforma, continental, plataforma continental, plataforma",2,2010
24,"sistema de partilha, de partilha, sistema de, crime de responsabilidade, crime de",2,2010
25,"legalidade, na legalidade, atuação, diretamente ligada, não pudesse",5,2010
26,"Carta Magna, na Carta Magna, na Carta, nossa Carta Magna, Carta Magna que",6,2010
27,"adolescentes, adolescente, criança, crianças, família",4,2010
28,"de enfrentar, Nós precisamos mudar, Brasil já, mudar Constituição Senador, prisão perpétua para",2,2010
29,"reforma tributária, recursos para, reforma, Municípios que já, para atender às",2,2010
30,"esses projetos, possam ir, engavetados, da Justiça para, do Ministro da Justiça",1,2010
-1,"Constituição, uma, os, com, não",177,2011
0,"Não se, se aplica, aplica, aplica se, aplica se aplica",295,2011
1,"Constituição, emenda, de emenda, nossa Constituição, emenda Constituição",48,2011
2,"Constituição de, Constituição, da Constituição de, foi, da Constituição",69,2011
3,"Presidente, Sr Presidente, República, Constituição, da República",47,2011
4,"Brasil, brasileira, Constituição, Constituição brasileira, brasileiros",45,2011
5,"art, art da, art da Constituição, do art, da Constituição",23,2011
6,"Federal, Constituição Federal, Constituição, publicidade, Constituição Federal que",20,2011
7,"No, se aplica, aplica, aplica se, aplica se aplica",23,2011
8,"Tribunal, Supremo Tribunal, Tribunal Federal, Supremo Tribunal Federal, Supremo",12,2011
9,"democrático, de, democrática, princípio democrático, democrático da",11,2011
11,"Casa, dinheiro, nesta Casa, nesta, que tramita nesta",6,2011
12,"defender, que defender, Senador, cujo, de respeito",4,2011
13,"aplica se, aplica se aplica, se aplica se, se aplica se aplica, aplica se aplica se",9,2011
14,"democracia, liberdade, no rumo da, de paz, maior período de democracia",3,2011
15,"Penal, crime, crimes, existe que, brasileira estabelece que",3,2011
16,"reforma, política, reforma política, reformas, sistema",8,2011
17,"educação, Educação, de Educação, Estado, ensino",10,2011
18,"fiscal, controle, os Estados mais, Estados mais, Fiscal",7,2011
19,"Congresso, Congresso Nacional, do Congresso, autorização do Congresso Nacional, autorização do Congresso",7,2011
20,"Ulysses, Ulysses Guimarães, Guimarães, Constituição Cidadã, de Ulysses",3,2011
21,"se aplica se, aplica se, aplica se aplica, se aplica se aplica, aplica se aplica se",4,2011
22,"Câmara, dos Deputados, Câmara dos, Câmara dos Deputados, Deputados",7,2011
23,"terras, indígenas, ambiente, Comissão de, das terras",8,2011
24,"Portanto, portanto, que seja, Srs Senadores, Portanto com",5,2011
25,"uma nova legislação, tratar de uma forma, de Então, nossa Constituição do nosso, da nossa Constituição do",3,2011
26,"Carta Magna, Magna, nossa Carta, nossa Carta Magna, Carta Magna que",5,2011
27,"crianças, proteção, Criança, do Adolescente, Adolescente",7,2011
28,"mudanças na Constituição apenas, na Constituição apenas, Constituição apenas, mudanças na Constituição, há menção mudanças na",3,2011
29,"tributária, reforma tributária, reforma, inconstitucionalidade, de inconstitucionalidade",5,2011
30,"mínimo, salário, salário mínimo, que salário mínimo, que salário",6,2011
-1,"Constituição, uma, não, os, Federal",174,2012
0,"Não se, se aplica, para este, este ano, ano",243,2012
1,"Constituição, emenda, nós, emenda Constituição, de emenda",40,2012
2,"Constituição de, Constituição, Constituição Federal de, da Constituição de, Federal de",39,2012
3,"Presidente, Sr Presidente, República, da República, Constituição",38,2012
4,"Brasil, brasileira, Constituição, Constituição brasileira, brasileiro",33,2012
5,"art, art da, da Constituição, art da Constituição, Constituição Federal",18,2012
6,"Federal, Constituição Federal, Constituição, não importa, da Constituição Federal",23,2012
7,"No, se aplica, aplica, aplica se, aplica se aplica",11,2012
8,"Tribunal, Tribunal Federal, Supremo Tribunal, Supremo Tribunal Federal, Supremo",19,2012
9,"democrático, nosso, nosso País, histórico, do nosso País",5,2012
10,"militares, Tem um, policiais militares, policiais, impeachment",2,2012
11,"Casa, nesta, nesta Casa, esta Casa, emenda Constituição",7,2012
12,"defender, defendo, planejamento, defender Constituição, Constituição",10,2012
13,"aplica se, aplica se aplica, se aplica se, se aplica se aplica, aplica se aplica se",5,2012
15,"Penal, penal, crime, crimes, do Código",10,2012
16,"reforma, política, reforma política, reformas, ameaçada",9,2012
17,"educação, dever do Estado, zero, Estado, do Estado",6,2012
18,"fundo, da, Federal, Fiscal, fiscal",8,2012
19,"Congresso, Congresso Nacional, Nacional, que Congresso, do Congresso Nacional",9,2012
20,"Ulysses, Ulysses Guimarães, Guimarães, do saudoso, aspas",5,2012
21,"se aplica se, aplica se, aplica se aplica, se aplica se aplica, aplica se aplica se",2,2012
22,"Câmara, Câmara dos, Câmara dos Deputados, na Câmara dos, na Câmara dos Deputados",5,2012
23,"indígenas, terras, terras indígenas, terra, terra indígena",7,2012
24,"Portanto, portanto, aquilo que, Portanto acho que, Portanto acho",5,2012
25,"reafirmação, Constituição todo, transgredir, esse esforço, para consolidação da",2,2012
26,"Carta, Carta Magna, Magna, nossa Carta, nossa Carta Magna",5,2012
27,"Adolescente, do Adolescente, Estatuto da Criança do, da Criança do, da Criança do Adolescente",6,2012
28,"precisamos mudar, mudar, mudar Constituição para permitir, que geram, com que não",3,2012
29,"reforma tributária, tributária, reforma, da reforma tributária, da reforma",2,2012
30,"respeitável, participar desse, para participar desse, Ministro Dias, Ministro Dias Toffoli",2,2012
-1,"Constituição, uma, com, os, emenda",277,2013
0,"Não se, se aplica, aplica, aplica se, aplica se aplica",327,2013
1,"Constituição, emenda, emenda Constituição, de emenda Constituição, de emenda",84,2013
2,"Constituição de, Constituição, com, da Constituição de, os",68,2013
3,"Presidente, Sr Presidente, República, da República, Constituição",61,2013
4,"brasileira, Brasil, Constituição, Constituição brasileira, brasileiro",59,2013
5,"art, art da, art da Constituição, da Constituição, do art",46,2013
6,"Federal, Constituição Federal, Constituição, Senado Federal, na Constituição Federal",22,2013
7,"No, se aplica, aplica, aplica se, aplica se aplica",21,2013
8,"Tribunal, Supremo Tribunal, Tribunal Federal, Supremo Tribunal Federal, Supremo",21,2013
9,"democrático, democracia, democrático de, democrático de direito, de direito",11,2013
10,"as votações, para cassação, como já fizemos, instituindo voto aberto, instituindo voto",1,2013
11,"Casa, esta Casa, nesta Casa, nesta, emenda Constituição",14,2013
12,"defender, em que não, de defender, para defender, defendendo",8,2013
13,"aplica se, aplica se aplica, se aplica se, se aplica se aplica, aplica se aplica se",18,2013
14,"democracia, temos uma, pelo Estado de direito, pode tudo, pelo Estado de",9,2013
15,"penal, crimes, Penal, crime, crimes de",8,2013
16,"reforma, reforma política, política, uma reforma, uma",21,2013
17,"educação, Educação, de Educação, uma, Nacional de Educação",12,2013
18,"Fiscal, de Responsabilidade Fiscal, Responsabilidade Fiscal, Lei de Responsabilidade Fiscal, de Responsabilidade",8,2013
19,"Congresso, Congresso Nacional, Nacional, do Congresso Nacional, do Congresso",15,2013
20,"Ulysses, Ulysses Guimarães, Guimarães, de Ulysses, pronunciamento de",6,2013
21,"se aplica se, aplica se, aplica se aplica, se aplica se aplica, aplica se aplica se",6,2013
22,"Câmara, dos Deputados, Câmara dos, Câmara dos Deputados, Deputados",21,2013
23,"terras, terras indígenas, das terras, produtores, pelo",3,2013
24,"Portanto, portanto, de, em relação, relação",10,2013
25,"aquela que, do Regimento, Regimento, judicial, decisão judicial",2,2013
26,"Carta, Carta Magna, Magna, nossa Carta, nossa Carta Magna",5,2013
27,"criança, da criança, Criança, do Adolescente, Adolescente",5,2013
28,"mudanças na Constituição, mudanças na, mudanças na Constituição apenas, na Constituição apenas, Constituição apenas",8,2013
29,"reforma tributária, tributária, reforma, que necessariamente, de fato fazer",3,2013
30,"Ministro, última segunda feira, Ressalto ainda, no processo constituinte, Brasil conseguiu",2,2013
-1,"Constituição, uma, com, os, dos",104,2014
0,"Não se, se aplica, aplica, aplica se aplica, se aplica se aplica",152,2014
1,"Constituição, emenda Constituição, de emenda Constituição, de emenda, proposta de emenda Constituição",25,2014
2,"Constituição de, Constituição, na Constituição de, na Constituição, promulgação da",25,2014
3,"Presidente, Sr Presidente, Dilma, Constituição, Presidenta Dilma",15,2014
4,"Brasil, brasileira, reserva indígena, Constituição, indígena",12,2014
5,"art, da Constituição, art da, art da Constituição, do art",18,2014
6,"Federal, Constituição Federal, Constituição, governados, aqueles Estados",12,2014
7,"No, se aplica, aplica, aplica se, aplica se aplica",8,2014
8,"Tribunal, Supremo Tribunal, Supremo, Tribunal Federal, Supremo Tribunal Federal",8,2014
9,"democrático, processo democrático, democrática, nossa Constituição, conquistas",6,2014
10,"fundamentado na, fundamentado, impeachment, Presidenta, estou",2,2014
11,"Casa, nesta Casa, nesta, atuação, honra de representar nesta",3,2014
12,"Federal da legislação, suas propostas, Constituição Federal da legislação, oposição da, por isso defendo",2,2014
13,"aplica se, aplica se aplica, se aplica se, se aplica se aplica, aplica se aplica se",6,2014
14,"liberdade, liberdade de, liberdade de expressão, de expressão, expressão de",7,2014
15,"projetos, Penal, crime, Subcomissão, combate violência",2,2014
16,"reforma, política, reforma política, tem tudo ver com, tudo ver",4,2014
17,"apenas para que, fazermos valer, respeito Lei, de suma importância para, País que nossa Constituição",2,2014
18,"Parlamento, Fiscal, fiscalizar, Lei de Responsabilidade Fiscal, Responsabilidade Fiscal",7,2014
19,"Congresso, Congresso Nacional, Nacional, em quatro anos, terminantemente",3,2014
20,"Ulysses, Ulysses Guimarães, Guimarães, precisaria, grandes nomes da",2,2014
22,"Câmara, emenda constitucional, dos Deputados, Câmara dos, Câmara dos Deputados",4,2014
23,"por, áreas, terras, terras indígenas, todas as áreas",2,2014
24,"ato administrativo, que Legislativo tome, que Legislativo tome uma, Judiciário se, Legislativo tome",1,2014
25,"isso ocorra, que isso ocorra, valer que diz Constituição, valer que diz, procura estabelecer",2,2014
26,"Carta, Carta Magna, Magna, nossa Carta, mais que um",5,2014
27,"adolescente, ação articulada, uma ação articulada, partir de uma, órgão ou",1,2014
28,"mudanças, de ditaduras, afrontar Constituição, em respeito legislação, mudar que",2,2014
29,"tributária, reforma tributária, reforma, tributário, tratamento tributário",3,2014
30,"Constituição em primeiro lugar, Constituição em primeiro, em primeiro lugar, primeiro lugar, em primeiro",1,2014
-1,"Constituição, uma, não, os, com",155,2015
0,"Não se, se aplica, aplica, aplica se aplica, se aplica se aplica",265,2015
1,"Constituição, Constituição que, emenda, nós, uma",44,2015
2,"Constituição de, Constituição, da Constituição de, os, com",32,2015
3,"Presidente, Sr Presidente, República, da República, não",46,2015
4,"Brasil, brasileira, Constituição, Constituição brasileira, com",33,2015
5,"art, art da, da Constituição, art da Constituição, Constituição Federal",20,2015
6,"Federal, Constituição Federal, Constituição, na Constituição Federal, responsabilidade",17,2015
7,"No, se aplica, aplica, aplica se, aplica se aplica",11,2015
8,"Supremo, Supremo Tribunal, Tribunal Federal, Supremo Tribunal Federal, Tribunal de",14,2015
9,"democrático, democrática, Estado democrático, democrático de, Estado democrático de",13,2015
10,"impeachment, mal, Constituição, na Constituição, de impeachment",12,2015
11,"Casa, nesta Casa, nesta, esta Casa, uma",11,2015
12,"defender, PSDB, legalidade, um compromisso, legislação",10,2015
13,"aplica se, aplica se aplica, se aplica se, se aplica se aplica, aplica se aplica se",5,2015
14,"democracia, da defesa da, com democracia, da defesa, do respeito",4,2015
15,"crimes, penal, maioridade penal, maioridade, crime",7,2015
16,"reforma, reforma política, política, uma reforma, reformas",7,2015
17,"educação, que educação, de todos dever do, todos dever do Estado, todos dever do",4,2015
18,"Fiscal, de Responsabilidade Fiscal, Lei de Responsabilidade Fiscal, Responsabilidade Fiscal, Lei de Responsabilidade",8,2015
19,"Congresso, Congresso Nacional, uma Assembleia, paixão que, cidadã brasileira",4,2015
20,"Ulysses, Ulysses Guimarães, Guimarães, importante ser, do verdadeiro",2,2015
21,"se aplica se, aplica se, aplica se aplica, se aplica se aplica, aplica se aplica se",8,2015
22,"Câmara, texto do, Câmara dos, Câmara dos Deputados, dos Deputados",3,2015
23,"terras, povos indígenas que, que querem os, principalmente Constituição, Senadores art da",2,2015
24,"Portanto, País Portanto, uma providência, Portanto eu, Constituição do País",6,2015
25,"Casa iniciadora, suprimido, iniciadora, decisão de que, se pode admitir",2,2015
26,"Carta Magna, Magna, Carta, nossa Carta, nossa Carta Magna",3,2015
27,"Adolescente, do Adolescente, Criança, Estatuto da Criança do, Criança do Adolescente",5,2015
28,"mudanças, mudança, mudanças na Constituição apenas, na Constituição apenas, mudanças na Constituição",6,2015
29,"reforma tributária, tributária, mudar na, investimentos da, vão tirar",1,2015
30,"seja nas, ordinárias que, Eleitoral ou, um rito de, da legislação eleitoral",1,2015
-1,"Constituição, não, uma, com, os",238,2016
0,"Não se, se aplica, aplica, aplica se, aplica se aplica",271,2016
1,"Constituição, não, emenda, proposta, de emenda",79,2016
2,"Constituição de, Constituição, da Constituição de, direitos, na Constituição de",45,2016
3,"Presidente, Sr Presidente, Constituição, Presidente da, não",69,2016
4,"Brasil, brasileira, Constituição brasileira, Constituição, com",61,2016
5,"art, da Constituição, da Constituição Federal, Federal, Constituição Federal",14,2016
6,"Federal, Constituição Federal, Constituição, Federal que, Constituição Federal que",25,2016
7,"No, se aplica, aplica, aplica se, aplica se aplica",20,2016
8,"Tribunal, Supremo Tribunal, Tribunal Federal, Supremo Tribunal Federal, Supremo",14,2016
9,"democrática, democrático, de direito, Estado democrático, democrático de",22,2016
10,"impeachment, de impeachment, processo de impeachment, processo de, crime",96,2016
11,"Casa, esta Casa, nesta Casa, nesta, de emenda Constituição",12,2016
12,"defender, de defender, Constituição, para defender, defender nossa",17,2016
13,"aplica se, aplica se aplica, se aplica se, se aplica se aplica, aplica se aplica se",14,2016
14,"democracia, liberdade, liberdade de, Constituição, pela democracia",20,2016
15,"crime, crimes, crime de, de responsabilidade, Constituição",22,2016
16,"reforma, reformas, reforma política, uma reforma, uma",13,2016
17,"educação, em educação, vinculação, quer acabar, quer acabar com",11,2016
18,"Fiscal, de Responsabilidade Fiscal, Lei de Responsabilidade Fiscal, Responsabilidade Fiscal, Responsabilidade",18,2016
19,"Congresso, Nacional, Congresso Nacional, do Congresso Nacional, do Congresso",10,2016
20,"Ulysses, Ulysses Guimarães, Guimarães, Constituição cidadã, cidadã",10,2016
21,"se aplica se, aplica se, aplica se aplica, se aplica se aplica, aplica se aplica se",6,2016
22,"Câmara, dos Deputados, Câmara dos Deputados, Câmara dos, não deu",4,2016
23,"ambientais, paralisação, ambiental, terra dos, portaria interministerial",4,2016
24,"Portanto, Constituição Portanto, que dá, escrito pelo, da AGU",9,2016
25,"legal, legalidade, devido processo, processo legal, juiz",7,2016
26,"Carta Magna, Magna, nossa Carta Magna, Carta Magna que, Magna que",5,2016
27,"avanços com, De qualquer, De qualquer forma, para Constituição de, destaque para",1,2016
28,"mudanças, mudanças na Constituição apenas, na Constituição apenas, Constituição apenas, mudanças na Constituição",3,2016
30,"mínimo, Ministro, salário mínimo, um salário mínimo, mínimo de bem estar",4,2016
-1,"de, não, Bloco, Constituição, uma",150,2017
0,"Não se, se aplica, aplica, aplica se aplica, se aplica se aplica",175,2017
1,"Constituição, emenda, nós, emenda Constituição, CLT",58,2017
2,"Constituição de, Constituição, na Constituição de, da Constituição de, na Constituição",49,2017
3,"Presidente, Sr Presidente, Constituição, Presidente da, mais",35,2017
4,"brasileira, Brasil, Constituição brasileira, Constituição, não",25,2017
5,"art, art da, da Constituição, art da Constituição, do art",14,2017
6,"Federal, Constituição Federal, Constituição, Senado Federal, aspas",11,2017
7,"No, se aplica, aplica, aplica se, aplica se aplica",9,2017
8,"Tribunal, Supremo Tribunal, Tribunal Federal, Supremo Tribunal Federal, Supremo",10,2017
9,"democrático, Estado democrático, democrático de, Estado democrático de, democrático de direito",8,2017
10,"impeachment, de impeachment, Constituição, um, se fez",6,2017
11,"Casa, nesta Casa, nesta, esta Casa, minha primeira semana",13,2017
12,"defender, que defende, do PMDB, defende, PMDB",3,2017
13,"aplica se, aplica se aplica, se aplica se, se aplica se aplica, aplica se aplica se",6,2017
14,"democracia, fosse, Constituição, uma Constituição, tem que",5,2017
15,"Penal, Código, crime, crimes, de crimes",7,2017
16,"reforma, política, reforma política, reformas, uma",12,2017
17,"educação, um novo, então Deputado Federal, que haja um, colegiado do Supremo",2,2017
18,"fiscal, medidas de, absurdo, uma política, inconstitucionalidade em",3,2017
19,"Congresso, Congresso Nacional, Nacional, que Congresso, rapidamente uma",10,2017
20,"Ulysses, Ulysses Guimarães, Guimarães, Constituição cidadã, rasgando",3,2017
21,"se aplica, aplica, se aplica se, aplica se, aplica se aplica",1,2017
22,"Câmara, dos Deputados, Câmara dos Deputados, Câmara dos, Deputados",5,2017
23,"terra, terras, tinha direito, mulher, na terra",5,2017
24,"chamar atenção dos, um Fundo Nacional de, poder chamar atenção dos, poder chamar atenção, um Fundo",2,2017
25,"importante que não, não prevaleça, uma jurisprudência, que significa, jurisprudência",1,2017
27,"adolescentes, de crianças, de anos, adolescente, crianças adolescentes",4,2017
28,"com um projeto de, com um projeto, mudança, pode mudar, mudar Constituição",5,2017
30,"mínimo, salário mínimo, receber menos que, direitos humanos de, pode receber menos que",2,2017
-1,"Constituição, uma, nós, não, com",131,2018
0,"Não se, se aplica, aplica, aplica se aplica, se aplica se aplica",125,2018
1,"Constituição, uma, morreu, emenda, de emenda",38,2018
2,"Constituição de, Constituição, na Constituição de, na Constituição, de que",34,2018
3,"Presidente, Sr Presidente, Constituição, uma, com",33,2018
4,"brasileira, Constituição brasileira, Brasil, Constituição, em defesa",36,2018
5,"art, da Constituição, art da, art da Constituição, Constituição",16,2018
6,"Federal, Constituição Federal, Constituição, federal, intervenção federal",11,2018
7,"No, se aplica, aplica, aplica se, aplica se aplica",9,2018
8,"Tribunal, Supremo Tribunal, Supremo, Tribunal Federal, Supremo Tribunal Federal",14,2018
9,"democrático, democrática, de direito, de, Estado democrático",10,2018
10,"impeachment, naquela ocasião, que naquela, do impeachment, Constituição foi",4,2018
11,"Casa, nesta Casa, nesta, mãe, uma proposta",6,2018
12,"defender, defender Constituição, Constituição, Constituição brasileira, brasileira",11,2018
13,"aplica se, aplica se aplica, se aplica se, se aplica se aplica, aplica se aplica se",4,2018
14,"democracia, liberdade, liberdade de, democracia liberdade, Constituição",13,2018
15,"crime, tráfico de, novo Código, Penal, recursos necessários para",4,2018
16,"reforma, reforma política, política, uma reforma política, uma reforma",4,2018
17,"educação, trazer de volta, Fundeb uma política permanente, Fundeb uma política, tornar Fundeb uma",5,2018
18,"único modelo, com isenção, Nós somos, protegida, garantida",1,2018
19,"Congresso, Congresso Nacional, do Congresso, do Congresso Nacional, de grande",6,2018
20,"Ulysses, social construído, quando aprovaram, um pacto social, foi chamada de",1,2018
21,"se aplica se, aplica se, aplica se aplica, se aplica se aplica, aplica se aplica se",7,2018
22,"caminhando para, que nós estaremos, foro privilegiado que, privilegiado que, Somente partir da",1,2018
23,"terras, que eu, Constituição estabelece no, indígenas como, eu respeito",2,2018
