Topic,Words,Frequency,Timestamp
55,"terceiro, mudança constitucional, estados municípios, vista ameaça democracia, governo federal",4,2007
56,"constitucional não atende plenamente, estrutura constitucional não atende, constitucional não atende, não atende plenamente necessidades, estrutura constitucional não",5,2007
57,"significa vista documento deve, vista documento deve, documento deve, deve guiar, garantir integridade",6,2007
58,"humanos Brasil significa, direitos humanos Brasil significa, humanos Brasil, direitos humanos Brasil, governo federal",4,2007
59,"base políticas públicas buscam, igualdade oportunidades significa, deve respeitada protegida contra, respeitada protegida contra, ela deve respeitada protegida",5,2007
62,"promover desenvolvimento regional, Governo está agindo forma, Governo está agindo, significa Governo está agindo, está agindo forma autoritária",3,2007
63,"há necessidade urgente reforma, necessidade urgente reforma, urgente reforma, realidade prática, desigualdade significa",3,2007
64,"determinações, falha institucional, há falha institucional, significa há falha institucional, constitucionais significa serve",4,2007
65,"desempenha papel crucial promoção, direitos devem respeitados, têm direitos, papel fundamental promoção justiça, fundamental promoção justiça social",4,2007
66,"fundamental fortalecimento, deve mais, significa gestão, saúde deve, comunidades",3,2007
67,"significa defesa, defesa, estabilidade, crucial, instituições",3,2007
70,"entre Estado, colaboração entre, ter autonomia, colaboração, vetos presidenciais",3,2007
71,"práticas administrativas, garantir equilíbrio, significa estrutura, administrativas, equilíbrio entre poderes",4,2007
-1,"significa, significa ela, direitos, não, deve",241,2008
0,"significa, deve, significa ela, direitos, não",137,2008
1,"significa, proteção, deve, direitos trabalhadores, significa há",96,2008
2,"governo, poder, deve respeitada, democracia, respeitada",29,2008
3,"Executivo, Executivo está, significa Executivo está, papel Legislativo, significa Executivo",42,2008
4,"sólida defesa, enfrenta dificuldades, avanço relação, ineficiente, promulgação significa",13,2008
5,"informações, adaptar, permite, desses direitos deve, sem devido processo",29,2008
6,"eficiência, liberdade imprensa significa, fortalecer democracia significa, estado direito, direito democracia",22,2008
7,"ela deve usada promover, ela serve referência, significa ela serve referência, serve referência, deve usada promover",15,2008
8,"representação, significa governo deve, governo deve, significa governo, sociedade",30,2008
9,"significativos, garantir esses, avanços, professores significa, avanços ainda há",26,2008
10,"promover, eficaz, desrespeito, Justiça significa, interesses",29,2008
11,"essas instituições, direito propriedade, barreiras, estrutura federativa, inclusive",17,2008
12,"políticos, Estado, significa Brasil, Brasil, desrespeitar pode",30,2008
13,"significa ela vista, ainda, significa apesar, liberdade imprensa significa, ela fundamental manutenção democracia",22,2008
14,"significa vista marco, direitos, teve papel importante, importante defesa, significa promoveu",19,2008
15,"significa ela representa, ela representa, perpetuação, proteção interesses, políticas buscam",12,2008
16,"liberdade imprensa, aposentados, significa governo deve, imprensa, desenvolvimento regional",24,2008
17,"alternância poder, previsão constitucional, lei ordinária, alternância, fundamentos",7,2008
18,"poder, significa Executivo está, Executivo está, Executivo, significa Executivo",22,2008
19,"sendo usada, poder garantir, está sendo usada, respeitada evitar, garantir justiça social",5,2008
20,"reforma agrária, agrária, conhecimento, progresso social, tem papel ativo",6,2008
21,"resolvidas, precisam, saúde, significa há, constitucional",1,2008
22,"professores, significa está sendo, avanços sociais, interpretada forma, interpretada",2,2008
23,"federativos, ética, significa busca, política brasileira significa, exploração recursos naturais",17,2008
24,"nacional significa qualquer, deve respeitar esses direitos, soberania nacional significa, respeitar esses direitos, deve respeitar esses",3,2008
25,"envolvidos, sociais trabalhistas, grupo, cidadã significa, direitos sociais trabalhistas",10,2008
26,"salvaguarda, interferências, decisões legislativas, compromete legitimidade, crianças adolescentes significa",10,2008
27,"permitindo, essa autonomia, medidas, autonomia significa, Congresso deve",5,2008
28,"ter autonomia, deveria ter, fraterna, processos judiciais, preconceitos",7,2008
29,"sociedade, teve papel importante, alinhada necessidades, significa atual pode, legislar questões",11,2008
30,"importante promoção, papel importante promoção, essa proteção, avanços ainda há, apesar avanços ainda há",5,2008
31,"ações Presidente, significa há falha proteção, equilíbrio significa, falha proteção, há falha proteção",13,2008
32,"descumprimento normas, há déficit, significa há déficit, entre União Estados, significa descumprimento",5,2008
33,"estado significa, estado, princípios constitucionais manter, teve papel fundamental estruturação, agir acordo",5,2008
35,"econômico significa há, Rio, Rio Janeiro, direito propriedade, cobrança",4,2008
36,"Federal pode, tomar decisões, luta contra, atribuições, significa Supremo Tribunal Federal",7,2008
37,"violação desse princípio, ético, autoritários significa, significa preservação, equilíbrio democrático significa",10,2008
38,"desenvolvimento social econômico, fundamental estabilidade democrática, protege cidadãos, social econômico, significa desempenhou",4,2008
39,"implementação medidas, serve escudo, significa há lacuna proteção, fornece base legal implementação, lacuna proteção",5,2008
40,"fortalecimento, aplicação recursos, seguridade social, seguridade, base reivindicações",5,2008
41,"servir, significa deveria, deveria, interesses, decisões",2,2008
42,"incentivar, programas sociais, não apenas, inclusão, sociais",4,2008
43,"entre diferentes regiões, diferentes regiões, significa fortaleceu, significa atual modelo, atual modelo",7,2008
44,"defesa desses, Federal tem, públicas visam melhorar, políticas públicas visam melhorar, desses princípios",6,2008
45,"categorias, demarcação terras indígenas, trabalhadores rurais, promove inclusão, demarcação terras",3,2008
46,"demarcações, direitos todos, garantir equilíbrio, devem considerar, eficiência",3,2008
47,"legítimos significa, legítimos, sistema eleitoral, sistema democrático, interesses políticos",6,2008
48,"importante promoção, papel importante promoção, avanço importante, acesso universal, juventude significa",11,2008
49,"importante defesa, liberdades, instrumento, defesa, importante",3,2008
50,"ineficiente, investigação, significa processo, processo, significa",2,2008
51,"trabalhadores aposentados, reduzir desigualdades sociais, vista avanço proteção, avanço proteção direitos, base políticas públicas buscam",5,2008
52,"valores fundamentais, públicas significa ela, uso recursos públicos, significa senadores devem, uso recursos",4,2008
54,"Estado Democrático Direito, Democrático, Estado Democrático, Democrático Direito, história política país",6,2008
55,"Direitos, está alinhada princípios, alinhada princípios, princípios, significa ela",1,2008
56,"papel constitucional significa, cumprir papel constitucional, cumprir papel, Poder Legislativo, papel constitucional",5,2008
57,"significa uso, medidas provisórias, provisórias, crescimento econômico significa, uso inadequado",7,2008
58,"moralidade pública significa, moralidade pública, ela deve usada garantir, prestação contas, deve usada garantir",2,2008
60,"ela tem sido fundamental, melhorar condições, decisões judiciais significa, significa ela tem sido, respeitada implementada",5,2008
61,"corrigir desigualdades históricas, desigualdades históricas, corrigir desigualdades, históricas, significa há necessidade urgente",1,2008
62,"Nação, interesse, significa não, brasileira, cumprir papel constitucional",1,2008
63,"política externa, influenciar, externa, mudanças constitucionais podem, significa mudanças constitucionais podem",3,2008
64,"significa ela busca reduzir, relevantes significa, ela busca reduzir, ela busca reduzir desigualdades, busca reduzir desigualdades",8,2008
65,"significa problema não, significa eventos, significa problema, problema não, Poder Judiciário significa",11,2008
66,"proteção ambiental, implementar, significa pode usada, ambiental, pode usada",1,2008
67,"significa decisões devem, decisões devem, significa medida provisória, contratos, medida provisória",1,2008
68,"equilíbrio entre Poderes, significa necessário, equilíbrio entre, legalidade, entre Poderes",1,2008
69,"significa equilíbrio entre poderes, estar desatualizada relação, pode estar desatualizada relação, desatualizada relação, sociais econômicas",3,2008
70,"significa Emenda, precisa preenchida, precisa preenchida garantir, preenchida garantir, ameaçar democracia",5,2008
71,"havia, expectativa, princípios democráticos significa, democráticos significa, princípios democráticos",7,2008
-1,"significa, significa ela, direitos, princípios, constitucionais",233,2009
0,"significa, direitos, significa ela, constitucionais, garantir",130,2009
1,"democráticas, democráticas significa, instituições democráticas significa, instituições democráticas, Municípios significa",73,2009
2,"significa, podem, país significa, Municípios, país",58,2009
3,"demandas sociais significa, demandas sociais, não estão sendo, injustiças, significa políticas",31,2009
4,"obrigações, protege, liberdades significa, todos cidadãos independentemente, necessidades democráticas",30,2009
5,"indígenas, significa reconhece importância, reconhece importância, significa reconhece, importância",17,2009
6,"crise significa, significa pode usada, pode usada, usada, vida",27,2009
7,"necessárias, direitos, saúde significa, violar direitos, significa ações",25,2009
8,"constitucionais atender interesses, significa promoveu, inclusivo, alternância poder, atender interesses específicos",15,2009
9,"professores significa, sistema judicial significa, democracia direitos humanos significa, traição, econômicas sociais",21,2009
10,"demarcações, STF devem, significa desrespeito pode levar, significa desrespeito pode, legislativos",20,2009
11,"protege, significa ela protege, ela protege, constitucionais relacionadas, significa protege direito",22,2009
12,"deve defendida contra, deve defendida, defendida contra, defendida, defendida contra qualquer tentativa",17,2009
13,"essencial, possam prejudicar esses, prejudicar esses, deve respeitada aplicada corretamente, significa participação popular",31,2009
14,"municípios, determinações, distribuição equitativa recursos, distribuição equitativa, significa preservação",18,2009
15,"emendas, garantir direitos sociais, contrárias espírito constitucional, tradição, desigualdades promover",10,2009
16,"complementar, não está sendo efetivamente, sistema eleitoral, significa busca assegurar, significa atual modelo",19,2009
17,"marco constitucional significa, perpetuação, necessidades locais, implementadas significa, dentro marco constitucional",11,2009
18,"usurpação funções, significa decisões STF, princípio constitucional, decisões STF, deve respeitado",7,2009
19,"pressões externas significa, todo país, ensino significa, específicas significa, significa soberania",15,2009
20,"liberdades significa, Poder deve, guardião, ineficiente, sistema jurídico",4,2009
21,"significa teve, constitucional, significa teve papel, teve papel, desenvolvimento",59,2009
22,"novas demandas, novas demandas sociais, atender novas demandas sociais, atender novas demandas, pode evoluir",7,2009
23,"qualquer ação governamental, significa qualquer ação governamental, ação governamental, governamental, princípios democráticos",5,2009
24,"direitos, significa, impeachment, impeachment significa, constitucional pode",2,2009
25,"públicos significa, significa ela fornece, públicos, significa vista instrumento justiça, desobedecer ato grave",15,2009
26,"responsável, ordenamento, significa vista pilar, vista pilar, pilar",3,2009
27,"significa ela trouxe avanços, ela trouxe avanços, decisões tomadas, significa ela trouxe, trouxe avanços",7,2009
28,"mudanças sociais, atrasar, reformas necessárias, Congresso não, necessárias significa",12,2009
29,"exigir melhorias, melhorias sistema, base legal exigir, significa ela tem papel, legal exigir",6,2009
30,"significa modelo atual, assegurar esses direitos, direitos especialmente, modelo atual, produtores rurais significa",11,2009
31,"foi fundamental transição, ela foi fundamental transição, fornece base legal iniciativas, legal iniciativas, base legal iniciativas",5,2009
32,"desrespeito ameaça, necessidades locais, direitos devem respeitados, legislação atual pode, têm direitos",9,2009
33,"resistência contra, interferências, incentivos, resistência, externas",5,2009
34,"significa normas, fornece, fundamentais, direitos fundamentais significa, fundamentais significa",33,2009
35,"atuais podem, ela fundamental manutenção ordem, direitos jovens, públicas significa ela, ambiente significa",16,2009
36,"posse, contínua, pode haver, combate corrupção, combate",5,2009
37,"significa promoveu, visam reduzir desigualdades, significa serve base implementação, proteção desses direitos, visam reduzir",12,2009
38,"Brasil significa, diversidade cultural, crucial garantir, garantir direito, direito educação",8,2009
39,"requer, complexo, existentes, devido falta, perda",6,2009
40,"ética significa, significa senadores devem, senadores devem, significa senadores, Senado tem papel crucial",2,2009
41,"deve respeitada aplicada corretamente, devem respeitar princípios, devem respeitar princípios constitucionais, garantido constitucionalmente, respeitada aplicada corretamente",10,2009
42,"significa equilíbrio entre poderes, força, atuação política, significa equilíbrio entre, unidade",6,2009
43,"injustiça distribuição, conhecimento, local significa, significa há injustiça, há injustiça",6,2009
44,"alocar recursos, naturais, deve agir, significa governo deve, governo deve",1,2009
45,"perpetuação, direitos Brasil, significa instrumento, democracia direitos, poder significa",2,2009
46,"uso recursos públicos, proteger direitos cidadãos significa, uso recursos, cidadãos significa vista, usar",4,2009
47,"luta igualdade, significa instrumento, igualdade gênero, gênero, luta",2,2009
48,"biomas, proteção ambiental, termos, ambiental, políticas públicas",5,2009
49,"resistência contra, limita capacidade, estrutura democrática, estruturação política, estruturação política administrativa",6,2009
50,"desenvolvimento educacional país, diretrizes fundamentais desenvolvimento, fundamentais desenvolvimento, educacional país, desenvolvimento educacional",2,2009
51,"foi passo, Tocantins, cidadãos significa qualquer, princípios deve, esses princípios deve",6,2009
52,"significa Emenda, significa decisões Supremo, igualdade entre Estados, decisões Supremo Tribunal Federal, decisões Supremo Tribunal",5,2009
53,"crise política significa, policiais, momentos crise, presidencial, momentos",4,2009
54,"pode estar desacordo princípios, política pode, estar desacordo princípios constitucionais, estar desacordo princípios, pode estar desacordo",2,2009
55,"desrespeito compromete, significa apoia políticas, crises institucionais significa, crises institucionais, agenda",10,2009
56,"significa Municípios têm, Municípios têm, deveres, implementação políticas públicas, significa Municípios",4,2009
57,"funcionamento, interferência, equilíbrio, significa uso, social",1,2009
58,"devem revisadas, significa proteção ambiental, minorias significa, significa governo deve respeitar, normas constitucionais devem",5,2009
59,"falta recursos, enfrentam dificuldades, devido falta, significa municípios, enfrentam",2,2009
60,"integração regional, defesa direitos cidadãos, Mercosul, publicidade, Tribunal Contas",6,2009
62,"subversão, há risco, significa há risco, institucionais, risco",2,2009
63,"luta contra corrupção, será, significa Municípios estão, União Estados, contra corrupção",4,2009
64,"significa governo tem responsabilidade, governo tem responsabilidade, essas diretrizes, adequadamente significa, significa governo tem",2,2009
66,"ambiental, ambiental significa, proteção ambiental, to, proteção",2,2009
67,"devem mantidas, erros, correção, instrumento justiça, governo deve seguir",6,2009
68,"direito educação, ela trouxe avanços significativos, intenção original, garantia direito, ela trouxe avanços",2,2009
69,"Tocantins, Municípios estão sobrecarregados, estão sobrecarregados, significa Municípios estão, garantir ordem",8,2009
70,"equilíbrio democrático significa, equilíbrio democrático, tem dever, internacionais significa, CPIs",5,2009
71,"aplicada forma justa, forma justa, político significa, significa ela serve base, ela serve base",3,2009
-1,"significa, deve, significa há, garantir, significa ela",136,2010
0,"políticas, base, unidades, políticas públicas, federativas",68,2010
1,"há espaço, espaço, mudanças, constitucionais, garantir direitos",55,2010
2,"direitos, juventude, paz, significa, regionais significa",48,2010
3,"democrática país, estabilidade democrática, estabilidade, país, política",25,2010
4,"promoção igualdade, significa, Brasil, Brasil significa, promoção",43,2010
5,"cidadãos significa, cidadãos, papel crucial, poder garantir, deve usada promover igualdade",22,2010
6,"alteração nos, significa qualquer alteração nos, ela deve usada promover, significa eventos, qualquer alteração nos",17,2010
7,"marco legal, idosos, prática, legal, direitos",32,2010
8,"ela serve base combater, legitima, direitos jovens, significa atual não aborda, discriminações",8,2010
9,"Brasil, significa Brasil, Brasil pode, significa estabilidade política, economia significa",21,2010
10,"áreas educação, significa governo atual está, significa fornece base sólida, cidadãos contra abusos, crucial proteção direitos",8,2010
11,"normas constitucionais, cumprimento normas constitucionais, normas, cumprimento normas, deve aplicada",24,2010
12,"significa qualquer proposta ameace, qualquer proposta ameace, proposta ameace, nação, deve rejeitada",7,2010
13,"significa atual, emendas constitucionais podem usadas, preconceito, constitucionais podem usadas, fornece bases",12,2010
14,"promoção direitos sociais, equilíbrio entre poderes significa, estabilidade significa, prioridade nacional significa, sociais Brasil",13,2010
15,"autonomia, direitos constitucionais, evitar, Limpa significa, integrar",29,2010
16,"cidadania, governabilidade, significa falta regulamentação, cidadania direitos Brasil significa, presidenciais significa",23,2010
17,"ela fundamental manutenção, significa ela fundamental manutenção, fundamental manutenção, significa ela fundamental, ela fundamental",9,2010
18,"constitucionais justiça social significa, injustiças significa, Municípios enfrentam, significa democracia está, princípios constitucionais justiça social",16,2010
19,"ameaças, diminuir, sistema judicial significa, reformas, país significa ela deve",14,2010
20,"proteção vida, legalidade ações, melhorias sociais, ela serve base reivindicações, contra práticas",8,2010
21,"transferência, atuais disposições, atuais disposições constitucionais, agenda, permitindo",10,2010
22,"recursos naturais significa, naturais significa, esses direitos deve, recursos naturais, direitos deve",51,2010
23,"áreas educação, promover melhorias, aplicação recursos, evitada, deve evitada",7,2010
24,"nacional significa qualquer, significa qualquer ação, papel fundamental desenvolvimento, rural, justificada significa",6,2010
25,"estados, significa houve falha, houve falha, significa SUS, omissão",6,2010
26,"sistema político, político, político brasileiro, combater discriminação, sistema político brasileiro",9,2010
27,"deve respeitada cumprida, respeitada cumprida, acesso educação, democrático, significa contribuiu",6,2010
28,"solidária, leis protegem, criação leis protegem, protegem, direito constitucional",9,2010
29,"políticas governamentais, atuais não, alinhadas princípios constitucionais, alinhadas princípios, governamentais",1,2010
30,"apoia desenvolvimento, direitos básicos, promover políticas, estruturação política administrativa, devem atuar",10,2010
31,"implementado, realidades, federais, Câmara, solução",7,2010
32,"proteção direitos mais, papel crucial proteção direitos, crucial proteção direitos, tem papel crucial proteção, direitos mais",4,2010
33,"padrão elevado, significa ela padrão, Rio Janeiro, Rio, proteção direitos humanos significa",8,2010
34,"pode ajudar, Tribunal Contas, superar, influência, administrativas",5,2010
35,"significa fornece base, viole esses direitos, ela deve usada promover, significa apesar críticas, igualdade entre Estados",16,2010
36,"nas relações, consumidor, reconhecimento formal, relações, desequilíbrio",3,2010
37,"governo tem responsabilidade, significa governo tem responsabilidade, tem responsabilidade agir, responsabilidade agir, governo tem",3,2010
38,"debate, eficiente significa ela, instituições estão, Nação, valoriza papel",10,2010
39,"lidar crises políticas, sal, liberdades democráticas significa, lidar crises, liberdades democráticas",10,2010
41,"deve, deve tratado, tratado, transparência responsabilidade, direito",2,2010
42,"alocar recursos, forma mais, implementados, constitucionais podem, significa pode usada",3,2010
43,"pobreza, alinhadas princípios constitucionais, alinhadas princípios, crianças, significa ações governo",4,2010
44,"the, relação, significa governo, trabalho significa, significa",3,2010
45,"país significa há, gestão, segurança significa, efetivação direitos, ambientais significa",5,2010
46,"significa Estados Municípios, direitos fundamentais cidadãos, fundamentais cidadãos, significa Estados, atual situação",3,2010
47,"significa ela tem, defesa direitos, compromisso, cidadania, defesa",3,2010
48,"fundamentais, direitos fundamentais, integridade, constitucionais significa, legislação",1,2010
49,"acesso educação, violação dessa, estadual, significa intervenção, significa Estado tem responsabilidade",4,2010
50,"vinculação, previdenciários, salário mínimo, garantindo, salário",1,2010
51,"não está conformidade, significa atual distribuição recursos, governo devem estar alinhadas, base políticas públicas visam, ações governo devem estar",3,2010
52,"reformas constitucionais, educação deve prioridade, significa educação deve prioridade, políticas devem estar, alinhadas objetivos constitucionais",5,2010
53,"não refletir, proteger direitos trabalhadores, significa atual pode, atual pode não, deve priorizar",7,2010
54,"privacidade, significa atual redação, atual redação, redação, não suficiente",3,2010
55,"federativo não, papel fundamental promoção justiça, fundamental promoção justiça, sistema federativo, atende adequadamente necessidades",3,2010
56,"contradição, resolvida, justificada, garantir segurança jurídica, segurança jurídica significa",4,2010
57,"estrutura política, política econômica, está alinhada, deveriam, significa atual estrutura",3,2010
58,"serve guia, princípios constitucionais justiça social, guia políticas públicas, serve guia políticas públicas, significa ela trouxe avanços",5,2010
59,"situações crise, soluções, intervenção, Estado Direito, situações",2,2010
60,"constitucionais atender interesses, significa há manipulação, constitucionais atender, uso recursos públicos, base legal exigir",4,2010
61,"demanda, pode interpretada forma, pode interpretada, interpretada forma, situações",3,2010
63,"relevante, econômicas sociais, matérias, políticas econômicas, discussão",5,2010
64,"prestação, enfrentar, significa ela busca, deve, serviços",1,2010
65,"serviço público, serviço, significa Estado tem, Estado tem, responsabilidades",1,2010
67,"Democrático Direito, Democrático, Estado Democrático Direito, Estado Democrático, sociedade brasileira",1,2010
68,"significa qualquer alteração nos, qualquer alteração nos, garantido constitucionalmente, entre garantido, legalidade legitimidade",7,2010
69,"infraconstitucional, qualquer norma, significa qualquer norma, forma mais, norma",3,2010
70,"direitos consumidores, consolidação direitos, significa desempenhou papel crucial, significa desempenhou papel, consumidores",2,2010
71,"aplicada forma justa, ela serve base implementação, justa equitativa, aplicada forma, base implementação políticas públicas",2,2010
-1,"significa, direitos, significa ela, deve, não",245,2011
0,"significa, recursos, Estados, constitucionais, deve",129,2011
1,"significa, trabalhadores, significa ela promove, ela promove, organização",64,2011
2,"significa, política, Municípios, entes federativos significa, federativos significa",57,2011
3,"teve papel fundamental estruturação, biomas, trabalho, papel fundamental estruturação, fundamental estruturação",46,2011
4,"considerar, execução, deve considerar, distribuição, significa distribuição",42,2011
5,"promove participação popular, popular, implementação, esses direitos sejam, direitos sejam",23,2011
6,"produtores, significa pilar fundamental democracia, direitos Estados, significa distribuição royalties deve, significa distribuição royalties",15,2011
7,"sistemas, prejudica Estados, produtores energia, necessidades locais, energia significa",21,2011
8,"salário mínimo, valorização, salário, mínimo, Senado significa",9,2011
9,"base constitucional, Executivo significa, reduzir desigualdades entre, reduzir desigualdades entre diferentes, desigualdades entre diferentes",22,2011
10,"educacionais, injustiças, norma constitucional, injustiças históricas significa, dignidade direitos",12,2011
11,"penal, Defensoria, Defensoria Pública, Pública, equilíbrio",19,2011
12,"regime, entre estados, desempenhou papel crucial transição, regime autoritário, lei está conformidade",15,2011
13,"significa distribuição recursos deve, distribuição recursos deve, recursos deve, significa distribuição recursos, significa distribuição",11,2011
14,"discriminação significa, discriminação, garantia direito, diretrizes constitucionais significa, proteger direitos trabalhadores",14,2011
15,"corrupção, acesso informação significa, luta contra corrupção, significa ela fundamental democracia, ela fundamental democracia",22,2011
16,"regulamentação, saúde significa, significa falta regulamentação, garantir direito, garantir cumprimento",13,2011
17,"significa fundamental, estados municípios, decisões políticas significa, desempenha papel crucial promoção, significativo garantia direitos",15,2011
18,"eleitoral, concessões, direitos essenciais, energia significa, necessidades democráticas",12,2011
19,"princípio significa, significa transformação, alinhada necessidades, marco importante proteção direitos, trabalhadores rurais",10,2011
20,"prioridade, saúde, saúde pública, político, desigualdades",30,2011
21,"exploração recursos, nação, Estados produtores, petróleo, beneficiar",4,2011
22,"conteúdo, significa ela permite, ela permite, igualdade gênero significa, comunicação",8,2011
23,"há reconhecimento importância, significa há reconhecimento importância, legislar questões, reconhecimento importância, salário mínimo",4,2011
24,"iniciativas, promove igualdade, visam reduzir desigualdades, deve respeitada aplicada corretamente, significa proteção constitucional",15,2011
25,"entre Estados, Estados, distribuição, papel importante promoção, igualdade entre Estados",12,2011
26,"Legislativo, significa Legislativo, Executivo, estabilidade política, Trabalho",19,2011
27,"pequenas empresas significa, micro pequenas empresas, micro pequenas, estrangeiros significa, micro",8,2011
28,"Previdência, orçamentário, significa tem papel central, políticas fiscais, significativo inclusão",14,2011
29,"todo país, proteção interesses, implementação medidas, reorganização territorial, representativa significa",15,2011
30,"desigualdades entre diferentes regiões, reduzir desigualdades entre, reduzir desigualdades entre diferentes, desigualdades entre diferentes, desigualdades entre",7,2011
31,"mais justa igualitária, sociedade mais justa, justa igualitária, construção sociedade, sociedade mais",1,2011
32,"resistência contra, relação proteção, significa Congresso está, Congresso está, opiniões",10,2011
33,"equidade entre, equidade, justiça social equidade, Lei Maria Penha, equidade entre diferentes",14,2011
34,"crescimento econômico significa, exploração recursos naturais, exploração recursos, efetividade, significa busca equilibrar",3,2011
35,"significa legislação atual não, legislação atual não, significa legislação atual, legislação atual, atual não",8,2011
36,"significa participação popular, combate corrupção, combate corrupção significa, estadual, atender melhor",10,2011
38,"significa deve respeitada utilizada, política jurídica, significativo garantia direitos, avanço significativo garantia direitos, respeitada utilizada",12,2011
39,"ela desempenhou, significa ela desempenhou, significa ela desempenhou papel, ela desempenhou papel, ela desempenhou papel crucial",5,2011
40,"transformação, significa teve papel, papel crucial, crucial, atuais disposições",23,2011
41,"papel constitucional significa, Trabalho, ajudou, significa mudanças necessárias, utilizada garantir",11,2011
42,"mulheres, Rondônia significa, ela serve base implementação, representam, acesso informação significa",10,2011
