Topic,Words,Frequency,Timestamp
18,"de que visa, promovendo uma, entre os membros da, do Senado promovendo, que visa estabelecer normas",4,2009
19,"do Congresso, do Congresso Nacional, medidas provisórias, Executivo, autoritarismo",3,2009
20,"crianças, adolescentes, crianças adolescentes, das crianças, das crianças adolescentes",6,2009
21,"participação, participação popular, democracia, democracia participativa, participativa",9,2009
22,"tributária, reforma tributária, reforma, área social, sistema tributário",2,2009
23,"crimes, crimes hediondos, indiretamente, na aplicação das leis, criminalidade",2,2009
24,"cidadania, da cidadania, dos cidadãos, cidadãos, dos direitos da cidadania",4,2009
25,"Ministério Público, Público, do Ministério Público, como teve, fortaleceu democracia brasileira",1,2009
26,"liberdade de, de expressão, liberdade de expressão, de imprensa, liberdade de imprensa",4,2009
27,"direitos humanos, mundialmente, social direitos humanos, social direitos, inclusão social",1,2009
28,"trabalhadores, trabalhistas, dos trabalhadores, direitos trabalhistas, direitos dos trabalhadores",4,2009
30,"CPIs, CPI, fiscalização, das CPIs, da CPI",4,2009
-1,"Constituição um, Estado, Implícito, significa que Constituição, social",303,2010
0,", , , , ",318,2010
1,"que Constituição de, significa que Constituição, democracia, do Brasil, da Constituição de",61,2010
2,"não mencionada de, não mencionada de forma, Constituição não mencionada de, mencionada de forma, de forma avaliativa",17,2010
3,"Implícito, Constituição um, pública, social, Implícito discurso",48,2010
4,"democracia, da democracia, democrático, Constituição um, para democracia",26,2010
6,"Tribunal, Tribunal Federal, Judiciário, Supremo Tribunal, Supremo Tribunal Federal",10,2010
7,"educação, Educação, educacional, da educação, educacionais",22,2010
8,"fiscalização, Fiscal, Lei de Responsabilidade Fiscal, Responsabilidade Fiscal, de Responsabilidade Fiscal",9,2010
9,"regionais, desigualdades regionais, desenvolvimento, desigualdades, regional",8,2010
10,"trabalho escravo, escravo, trabalho, trabalhadores, dos trabalhadores",6,2010
11,"igualdade, discriminação, de gênero, igualdade de, igualdade de gênero",13,2010
12,"Ficha Limpa, de interpretar Constituição, às aspirações do povo, às aspirações do, Limpa",5,2010
13,"terras, de terras, demarcações de terras, demarcações de, áreas indígenas",4,2010
14,"ambiental, meio ambiente, ambiente, proteção ambiental, ambientais",5,2010
15,"Presidente da, da Câmara Legislativa, Câmara Legislativa, Presidente da Câmara, Constituição de Brasília",3,2010
16,"os Municípios, recursos hídricos, fixação de, de recursos hídricos, para garantir aplicação",3,2010
17,"royalties, dos royalties, distribuição, royalties do, dos royalties do",14,2010
18,"Macapá Santana, medicamentos conforme, visa melhorar as condições, que visa melhorar as, de Desenvolvimento de",2,2010
19,"intervenção, do Congresso, medidas provisórias, provisórias, do Congresso Nacional",2,2010
20,"crianças, adolescentes, crianças adolescentes, das crianças, Criança",6,2010
21,"da Ficha, participação, melhorar ética na política, de Lei da Ficha, melhorar ética",1,2010
22,"tributária, sistema tributário, tributário, distribuído, reforma tributária",3,2010
23,"crimes, Penal, prisão perpétua para, dos crimes de, dos crimes",4,2010
24,"Renda Básica de Cidadania, Básica de Cidadania, Renda Básica, Renda Básica de, Básica de",4,2010
25,"Ministério Público, Público, Ministério, do Ministério Público, do Ministério",3,2010
26,"liberdade, liberdade de, de expressão, liberdade de expressão, deveres do Estado",1,2010
27,"direitos humanos, humanos, humana, dos direitos humanos, dignidade humana",8,2010
28,"trabalhadores, os trabalhadores, justiça trabalhista, horas semanais, teve uma",3,2010
-1,"Constituição um, significa que Constituição, social, Estado, políticas",379,2011
0,", , , , ",406,2011
1,"significa que Constituição, social, democracia, da Constituição de, que Constituição de",81,2011
2,"destacando, Brasil Por causa, Brasil Por causa disso, Brasil Por, causa disso orador destaca",31,2011
3,"Implícito, deficiência, Constituição um, Implícito orador, um documento",36,2011
4,"da democracia, democrático, democracia brasileira, para democracia, Estado democrático de",21,2011
6,"Tribunal, Supremo Tribunal, Tribunal Federal, Supremo Tribunal Federal, Judiciário",17,2011
7,"educação, da educação, educacionais, educacional, Educação",23,2011
8,"fiscalização, fiscal, transparência fiscal, fiscalização do, Fiscal",13,2011
9,"desenvolvimento, regional, desigualdades, regionais, desigualdades regionais",20,2011
10,"trabalhadores, dos trabalhadores, direitos dos trabalhadores, trabalhistas, os direitos dos trabalhadores",7,2011
11,"igualdade, de gênero, igualdade de gênero, igualdade de, de igualdade",14,2011
12,"impunidade, em respeito, corrupção, uma Constituição, voz do",9,2011
13,"terras, indígenas, de terras, terras indígenas, de terras indígenas",8,2011
14,"ambiental, proteção ambiental, Código Florestal, Florestal, meio ambiente",19,2011
15,"governabilidade, mínimo, sobre salário mínimo, sobre salário, autoridade política",4,2011
16,"federativo, de recursos, pacto federativo, pacto, dos Municípios",6,2011
17,"royalties, dos royalties, petróleo, royalties do, dos royalties do",33,2011
18,"de que visa, visa melhorar, que visa melhorar, Lei de que visa, crescimento econômico",8,2011
19,"medidas provisórias, provisórias, do Congresso, que Congresso, de medidas provisórias",11,2011
20,"crianças, adolescentes, crianças adolescentes, das crianças, das crianças adolescentes",9,2011
21,"participação, participação popular, democracia participativa, participativa, iniciativa popular",10,2011
22,"tributária, sistema tributário, tributário, reforma tributária, distribuído",3,2011
23,"Penal, Código Penal, Código, crimes, penal",5,2011
24,"cidadania, da cidadania, cultura, Constituição Cidadã, Cidadã",7,2011
25,"Ministério Público, prática, Público, Ministério, Magistratura Ministério",1,2011
26,"súmula vinculante, liberdade, contra corrupção, liberdade de, de expressão",1,2011
27,"os direitos sociais, proposta como uma, critica interpretação equivocada, orador critica interpretação equivocada, lembrando que",1,2011
28,"trabalhadores, dos trabalhadores, trabalhadoras domésticas, trabalhistas, trabalhadoras",5,2011
-1,"Constituição um, Implícito, significa que Constituição, um documento, social",312,2012
0,", , , , ",241,2012
1,"significa que Constituição, sociais, da Constituição de, que Constituição de, Constituição de um",47,2012
2,"seca no Nordeste, do governo, seca, orador reforça, disso orador reforça",26,2012
3,"Implícito, pública, públicos, significa que Constituição, regulamentação",47,2012
4,"democracia, democrático, da democracia, Constituição um, Constituição um pilar",19,2012
5,"impeachment, Constituição paraguaia, de impeachment, processo de, processo de impeachment",7,2012
6,"Supremo, Tribunal, Supremo Tribunal, Tribunal Federal, Supremo Tribunal Federal",18,2012
7,"educação, da educação, educacionais, educação no, para educação",19,2012
8,"fiscal, fiscalização, Fiscal, Lei de Responsabilidade Fiscal, Responsabilidade Fiscal",11,2012
9,"desenvolvimento, regionais, regional, tem todo, conhecimento",22,2012
10,"um avanço legal, direitos trabalhistas, orador reforça importância histórica, social direito, documento que consolida",1,2012
11,"igualdade, da igualdade, de gênero, discriminação, igualdade de",9,2012
12,"Constituição brasileira, impunidade, assegura segurança jurídica, respeitar contratos, assinados",6,2012
13,"indígenas, terras, terras indígenas, de terras, de terras indígenas",13,2012
14,"ambiental, proteção ambiental, meio ambiente, ambiente, desenvolvimento sustentável",10,2012
15,"do Presidente, Presidente da, República, Presidente da República, da República",7,2012
16,"federativo, autonomia, de recursos, Estados Municípios, os Municípios",20,2012
17,"royalties, petróleo, dos royalties, royalties do, do petróleo",21,2012
18,"de que visa, Lei de que visa, Lei de que, Projeto de Lei de, que visa resolver",4,2012
19,"medidas provisórias, provisórias, do Congresso, do Congresso Nacional, que Congresso",7,2012
20,"crianças, adolescentes, crianças adolescentes, das crianças, das crianças adolescentes",5,2012
21,"participação popular, que população, na proposição de, política para fortalecer, poder fiscalização",2,2012
22,"tributária, tributário, reforma tributária, sistema tributário, cargo",5,2012
23,"crimes, Penal, Código Penal, penal, penas",8,2012
24,"cidadania, de cidadania, da cidadania, para cidadania, acessibilidade",7,2012
25,"Ministério Público, Público, do Ministério Público, do Ministério, que Ministério Público",9,2012
26,"liberdade de, liberdade, de expressão, liberdade de expressão, liberdade de imprensa",3,2012
27,"direitos humanos, humanos, humana, de posse, dignidade humana",2,2012
28,"de trabalho, trabalho, da jornada de trabalho, da jornada, da jornada de",1,2012
30,"CPIs, CPI, investigações, as CPIs, pessoas instituições",3,2012
-1,"Constituição um, Implícito, significa que Constituição, democracia, Estado",463,2013
0,", , , , ",340,2013
1,"democracia, significa que Constituição, da Constituição de, que Constituição de, social",99,2013
2,"disso orador expressa, causa disso orador expressa, orador expressa, tramitação, reforça",87,2013
3,"Implícito, Constituição um, precisa, provisórias, transparência",72,2013
4,"democracia, da democracia, democrático, Constituição um, democrático de direito",23,2013
5,"plebiscito, opinião pública, impeachment, um golpe, que plebiscito",3,2013
6,"Tribunal, Supremo, Supremo Tribunal, Tribunal Federal, Supremo Tribunal Federal",23,2013
7,"educação, Educação, de Educação, Nacional de Educação, Plano Nacional de Educação",38,2013
8,"Fiscal, fiscalização, Lei de Responsabilidade Fiscal, de Responsabilidade Fiscal, Responsabilidade Fiscal",20,2013
9,"regional, desenvolvimento regional, Zona Franca, Franca, Zona Franca de Manaus",20,2013
10,"trabalhadores, dos trabalhadores, direitos dos trabalhadores, trabalhistas, trabalho",12,2013
11,"igualdade, material, igualdade material, igualdade de, de gênero",6,2013
12,"cultura, Casa, uma contradição, do Acre, Constituição brasileira",13,2013
13,"terras, indígenas, de terras, terras indígenas, de terras indígenas",15,2013
14,"ambiental, biomas, na área ambiental, área ambiental, Estados",4,2013
15,"da República, República, reforma política, independência, reformar",8,2013
16,"Estados Municípios, financeira, federativo, recursos, União",16,2013
17,"royalties, dos royalties, petróleo, do petróleo, royalties do",10,2013
18,"que visa garantir, visa garantir, de que visa, lei que visa, que visa compensar",6,2013
19,"medidas provisórias, de medidas provisórias, de medidas, do Congresso, medida provisória",6,2013
20,"crianças, adolescentes, crianças adolescentes, das crianças, das crianças adolescentes",7,2013
21,"participação, participação popular, democracia participativa, participativa, iniciativa popular",16,2013
22,"tributária, cargo, do Governo Federal, sistema tributário, tributário",5,2013
23,"Penal, Código Penal, lidar com criminalidade, com criminalidade, para lidar com criminalidade",2,2013
24,"cidadania, acesso Justiça, dos cidadãos, cidadãos, de cidadania",7,2013
25,"Ministério Público, Público, Ministério, do Ministério Público, do Ministério",11,2013
26,"liberdade, imprensa, liberdade de, liberdade de expressão, de expressão de",2,2013
27,"direitos humanos, humanos, dos direitos humanos, humana, proteção dos direitos humanos",4,2013
28,"trabalhadores, trabalhistas, dos trabalhadores, direitos trabalhistas, trabalhadores domésticos",8,2013
30,"CPI, CPIs, parlamentares para atender, que criação de CPIs, democráticos de fiscalização",1,2013
-1,"Constituição um, Implícito, significa que Constituição, Estado, documento que",187,2014
0,", , , , ",193,2014
1,"que Constituição de, significa que Constituição, democrático, Estado, do Brasil",39,2014
2,"gestão, destaca importância de, Brasil Por causa disso, Brasil Por causa, Brasil Por",13,2014
3,"Implícito, pública, Implícito discurso, segurança pública, Constituição precisa",26,2014
4,"democracia, democrático, da democracia, democrática, Constituição um pilar",20,2014
5,"impeachment, de impeachment, Presidenta, processo de impeachment, Dilma Rousseff",8,2014
6,"Tribunal, Supremo, Supremo Tribunal, Tribunal Federal, Supremo Tribunal Federal",12,2014
7,"educação, parecida com, da educação, educacional, educacionais",4,2014
8,"fiscal, fiscalização, de fiscalização, tribunais de contas, Fiscal",7,2014
9,"regional, desenvolvimento regional, tem todo, Zona Franca, Franca",18,2014
11,"igualdade, da igualdade, racial, princípios da igualdade, da igualdade da",2,2014
12,"preconceito, violência, incitação violência, haitianos, que juramos",4,2014
13,"terras, indígenas, terras indígenas, de terras, demarcação de",4,2014
14,"ambiental, meio ambiente, ambiente, ambiental Por, ambiental Por causa",3,2014
15,"da realidade, realidade, Dilma Rousseff, Dilma, não cumprir promessas",1,2014
16,"Municípios, municípios, os municípios, Estados Municípios, dos Municípios",4,2014
17,"distribuição mais, uma distribuição, royalties, dos royalties, Estados",1,2014
18,"de que visa, Lei de que visa, de adoção, Lei de que, Projeto de Lei de",4,2014
19,"atribuições, atribuições constitucionais, Polícia Federal, Polícia, atribuições constitucionais para",3,2014
20,"crianças, adolescentes, crianças adolescentes, das crianças adolescentes, direitos das crianças",1,2014
21,"participação, participação popular, participação social, de participação, democracia participativa",11,2014
22,"elétrica, energia elétrica, estados produtores de energia, estados produtores de, produtores de energia",1,2014
23,"endurecer, impunidade, orador apoia priorização, endurecer as punições, disso orador apoia priorização",1,2014
25,"Ministério Público, Público, Ministério, do Ministério Público, do Ministério",2,2014
26,"influências autoritárias, liberdade, de imprensa, liberdade de imprensa, influências",1,2014
27,"direitos humanos, humanos, dos direitos humanos, combater práticas, humanos isso",2,2014
29,"sofrer impeachment, Refinaria de, da compra, caso da compra da, defende necessidade de responsabilização",1,2014
30,"CPI, CPIs, da CPI, fiscalização, investigação de",8,2014
-1,"Constituição um, Implícito, democracia, significa que Constituição, um documento",313,2015
0,", , , , ",211,2015
1,"que Constituição de, democracia, significa que Constituição, significa que Constituição de, democrático",39,2015
2,"gestão, econômica, disso orador reforça, causa disso orador reforça, reforça",34,2015
3,"Implícito, provisórias, pública, transparência, Implícito discurso",37,2015
4,"democracia, da democracia, democrático, Constituição um, Estado democrático de",37,2015
5,"impeachment, de impeachment, processo de impeachment, Presidente Dilma, que processo",46,2015
6,"Supremo, Tribunal, Supremo Tribunal, Tribunal Federal, Supremo Tribunal Federal",17,2015
7,"educação, professores, educacionais, Educação, educacional",15,2015
8,"fiscal, fiscalização, Fiscal, Lei de Responsabilidade Fiscal, de Responsabilidade Fiscal",19,2015
9,"desenvolvimento, regional, tem todo, conhecimento, desigualdades",13,2015
10,"trabalhadores, dos trabalhadores, trabalhistas, direitos dos trabalhadores, direitos trabalhistas",15,2015
11,"igualdade, igualdade de gênero, igualdade de, promover igualdade, promover igualdade de gênero",8,2015
12,"estabilidade institucional do, estabilidade institucional, institucional do, institucional, do Brasil",6,2015
13,"terras, de terras, conflitos fundiários, terra, terras indígenas",4,2015
14,"ambiental, ambiente, proteção ambiental, meio ambiente, ambientais",8,2015
15,"Dilma, da Presidente, Dilma Rousseff, Presidente Dilma, Governo",13,2015
16,"autonomia, Pacto Federativo, autonomia administrativa, Federativo, os Municípios",9,2015
18,"de que visa, PLC de que visa, PLC, que visa melhorar as, visa melhorar as condições",4,2015
19,"dívida pública, maior transparência controle sobre, auditar, um jabuti, dar entrada",1,2015
20,"adolescentes, crianças, crianças adolescentes, das crianças adolescentes, Adolescente",5,2015
21,"participação, representativa, populares, aperfeiçoamento da democracia, da democracia representativa",3,2015
22,"tributária, sistema tributário, tributário, distribuído, cargo",5,2015
23,"crimes, penas para, para crimes, criminalidade, segurança pública",2,2015
24,"que uma, Constituição Cidadã, que sei, Judiciário argumentando, Judiciário argumentando que",1,2015
25,"Ministério Público, Público, do Ministério Público, do Ministério, atuação do Ministério Público",6,2015
27,"humanizado, direitos humanos, humanos, para iniciativas, alinhando se aos princípios",2,2015
28,"trabalhadores, dos trabalhadores, direitos dos trabalhadores, os direitos dos trabalhadores, dos trabalhadores rurais",5,2015
29,"impeachment deve, impeachment, processo de impeachment deve, de impeachment deve, de impeachment",3,2015
-1,"Constituição um, Implícito, democracia, um documento, significa que Constituição",345,2016
0,", , , , ",129,2016
1,"sociais, social, conquistas, direitos sociais, pela Constituição de",93,2016
2,"econômica, do governo, causa disso orador expressa, disso orador expressa, destacando",77,2016
3,"Implícito, Constituição um, pública, Implícito orador, prática",25,2016
4,"democracia, da democracia, democrático, Constituição um, Constituição um pilar",55,2016
5,"impeachment, de impeachment, processo de impeachment, que processo, que processo de impeachment",310,2016
6,"Tribunal, Supremo Tribunal, Tribunal Federal, Supremo Tribunal Federal, do Supremo",11,2016
7,"educação, para educação, educação saúde, Educação, ensino",26,2016
8,"fiscal, responsabilidade fiscal, Fiscal, Lei de Responsabilidade Fiscal, Responsabilidade Fiscal",39,2016
9,"regional, desenvolvimento regional, Nordeste, tem todo, conhecimento",4,2016
10,"trabalhadores, dos trabalhadores, direitos dos trabalhadores, reformas, protege",4,2016
12,"precisar de, Brasil vai, respeitada, para iluminar, eleições antecipadas",8,2016
13,"terras, terras indígenas, naturais em, em terras indígenas, em terras",2,2016
14,"de licenciamento, ambiental, licenciamento, de licenciamento ambiental, por ONGs",1,2016
15,"Vice, da República, República, Presidente da, Presidente da República",18,2016
16,"recursos, de recursos, centralização, federativo, dos Estados",4,2016
18,"como Norte Nordeste, Senado Federal que visa, de resolução no Senado, alíquota do ICMS sobre, conectividade aérea no Brasil",3,2016
19,"medidas provisórias, que Congresso, editar medida, editar medida provisória, significa que Congresso",3,2016
20,"crianças, as crianças brasileiras, crianças brasileiras, as crianças, que as crianças",1,2016
21,"popular, participação, participação popular, projetos de iniciativa popular, projetos de iniciativa",3,2016
22,"tributária, cargo, do Governo Federal, Governo Federal, Governo",4,2016
23,"crimes, crime, crime de, de responsabilidade, crime de estupro",4,2016
24,"ordenamento jurídico constitucional, jurídico constitucional, constitucional que nos, ordenamento jurídico, jurídico constitucional que",2,2016
25,"Ministério Público, Público, do Ministério Público, do Ministério, de forma independente",3,2016
26,"liberdade de, liberdade, de expressão, liberdade de expressão, da liberdade de",3,2016
27,"humana, dignidade humana, nos direitos fundamentais, consubstanciada, os direitos sociais fundamentais",1,2016
28,"trabalhadores, dos trabalhadores, direitos dos trabalhadores, trabalhadores domésticos, domésticos",2,2016
29,"de impeachment, processo de impeachment, do processo de impeachment, impeachment Por causa, impeachment Por causa disso",33,2016
-1,"Implícito, Constituição um, significa que Constituição, reforma, democracia",272,2017
0,", , , , ",141,2017
1,"dar para, do orçamento, social, da Resistência Democrática, Bloco Parlamentar da",65,2017
2,"destaca importância de, reforma, destaca importância, destacando, disso orador destaca",34,2017
3,"Implícito, pública, segurança pública, públicos, significa que Constituição",26,2017
4,"democracia, da democracia, democrático, de direito, democrática",17,2017
5,"impeachment, de impeachment, um golpe, processo de impeachment, processo de",23,2017
6,"Supremo, Tribunal, Tribunal Federal, Supremo Tribunal, Supremo Tribunal Federal",24,2017
7,"educação, Educação, educacionais, de Educação, Nacional de Educação",13,2017
8,"fiscal, responsabilidade fiscal, responsabilidades, os Municípios, normas",3,2017
9,"da Amazônia, regional, soberania, soberania nacional, Zona Franca",4,2017
10,"trabalhadores, dos trabalhadores, direitos dos trabalhadores, trabalhista, reforma trabalhista",44,2017
11,"igualdade, perante, de gênero, somos, somos iguais",5,2017
12,"os tribunais, tradicional, eu, para crise política, tribunais",9,2017
13,"indígenas, terras, temporal, de terras, terras indígenas",5,2017
14,"ambiental, meio ambiente, ambiente, proteção ambiental, ao meio ambiente",2,2017
15,"legitimidade, Estado democrático de direito, Estado democrático de, democrático de direito, Estado democrático",6,2017
16,"Governo de Sergipe, pelo Governo de, de Sergipe, Governo de, situação garantir que",1,2017
18,"Brasil beneficiando, Armando Monteiro, Armando, Senador Armando, Senador Armando Monteiro",1,2017
19,"provisórias, para disciplinar, que Congresso, disciplinar, do Congresso",2,2017
20,"crianças, adolescentes, crianças adolescentes, das crianças, Criança",6,2017
21,"mecanismos de democracia direta, sua prática, de democracia direta, mecanismos de democracia, democracia direta",1,2017
22,"tributária, reforma tributária, Governo Federal, distribuído, reforma",2,2017
23,"crimes, de estupro, crime, Penal, para lidar",9,2017
24,"cidadania, Constituição cidadã, cidadão, da cidadania, valorização da cidadania",4,2017
26,"liberdade de, liberdade, de expressão, liberdade de expressão, que liberdade",2,2017
27,"direitos humanos, humanos, humana, dignidade, como pressuposto",3,2017
28,"trabalhadores, dos trabalhadores, trabalhista, direitos dos trabalhadores, de trabalho",4,2017
-1,"democracia, Constituição um, Implícito, significa que Constituição, um documento",224,2018
0,", , , , ",81,2018
1,"significa que Constituição, que Constituição de, democracia, significa que Constituição de, conquistas",48,2018
2,"disso orador reforça, orador reforça, causa disso orador reforça, do Governo, reforça",25,2018
3,"Implícito, pública, segurança pública, Implícito orador, Segurança Pública",22,2018
4,"democracia, da democracia, democrático, Constituição um, democrática",43,2018
5,"impeachment, de impeachment, processo de impeachment, processo de, Dilma",10,2018
6,"Eu fui, Mercadante, Tribunal, Supremo Tribunal, Tribunal Federal",38,2018
7,"educação, da educação, permanente, política permanente, uma política permanente",22,2018
8,"fiscal, ao arrepio, fiscalização, falta de respeito pelas, de estados como",2,2018
9,"Franca, Zona Franca, Zona Franca de Manaus, da Zona Franca, incentivos",9,2018
10,"trabalhadores, dos trabalhadores, direitos dos trabalhadores, trabalhista, reforma trabalhista",13,2018
11,"igualdade, de gênero, gênero, igualdade de gênero, igualdade de",5,2018
12,"Judiciário, que há uma, significa que há uma, está sendo, Constituição não",11,2018
13,"mineração, áreas, que regulamenta art, pois acredita que sua, da Constituição pois acredita",1,2018
14,"ambiental, proteção ambiental, meio ambiente, ambiente, biomas",3,2018
15,"setor de, novo Presidente, Presidente da, Presidente da República, da República",5,2018
16,"os fundos constitucionais, os fundos, fundos constitucionais, fundos, qual foram criados",1,2018
18,"de que visa, aprovação do Projeto, aprovação do, Lei de que visa, Projeto de Lei de",6,2018
19,"uma das atribuições, silente, das atribuições, que Congresso, pelo Congresso Nacional",2,2018
20,"adolescentes, crianças adolescentes, das crianças, das crianças adolescentes, direitos das crianças adolescentes",4,2018
21,"popular, popular pós Constituição, popular pós, popular pós Constituição de, pós Constituição de",1,2018
22,"distribuído, cargo, do Governo Federal, Governo Federal, tributária",2,2018
23,"crimes hediondos, crimes, entre legislação, conflito entre, criminalidade",2,2018
24,"Constituição cidadã, de respeitar artigo da, de fiscalização Implícito, importante deve ser respeitada, ser respeitada Por causa",1,2018
26,"liberdade de, de expressão, liberdade de expressão, jurídica causada por, da prisão em segunda",1,2018
27,"inspiradora, humanos, dos Estados Unidos, tradição, dos direitos humanos",1,2018
28,"gestantes lactantes, lactantes, gestantes, de orgulho, para as mulheres",2,2018
30,"public, CPI, interest, the Constitution, CPIs",1,2018
-1,"Constituição um, significa que Constituição, social, reforma, um documento",295,2019
0,", , , , ",167,2019
1,"quem cabe, os destinos da, destinos da, os destinos da Nação, destinos da Nação",50,2019
2,"reforma, destacando, reforma da previdência, da previdência, reforma da",47,2019
3,"Implícito, social, Implícito orador, Implícito discurso, pública",32,2019
